id,ArchiveURL,Filename
ndt-xpx6t_1619835714_0000000000231D8F,gs://archive-measurement-lab/ndt/pcap/2021/06/05/20210605T144227.513094Z-pcap-mlab1-lhr08-ndt.tgz,2021/06/05/ndt-xpx6t_1619835714_0000000000231D8F.pcap.gz
ndt-virtual-4vp85_1695070492_00000000002EA35B,gs://archive-measurement-lab/ndt/pcap/2023/10/20/20231020T142908.819271Z-pcap-mlab1-cmh01-ndt.tgz,2023/10/20/ndt-virtual-4vp85_1695070492_00000000002EA35B.pcap.gz
ndt-virtual-9cvlz_1695074898_000000000022BA19,gs://archive-measurement-lab/ndt/pcap/2023/10/20/20231020T135455.947643Z-pcap-mlab1-lax07-ndt.tgz,2023/10/20/ndt-virtual-9cvlz_1695074898_000000000022BA19.pcap.gz
ndt-virtual-sf48m_1695082062_000000000028FEED,gs://archive-measurement-lab/ndt/pcap/2023/10/20/20231020T164150.968409Z-pcap-mlab2-cgk01-ndt.tgz,2023/10/20/ndt-virtual-sf48m_1695082062_000000000028FEED.pcap.gz
ndt-virtual-hlssx_1696368573_000000000055E45F,gs://archive-measurement-lab/ndt/pcap/2023/10/20/20231020T125219.591921Z-pcap-mlab1-del03-ndt.tgz,2023/10/20/ndt-virtual-hlssx_1696368573_000000000055E45F.pcap.gz
ndt-virtual-wrtxl_1695069787_000000000028CF69,gs://archive-measurement-lab/ndt/pcap/2023/10/20/20231020T090323.377320Z-pcap-mlab1-cgk01-ndt.tgz,2023/10/20/ndt-virtual-wrtxl_1695069787_000000000028CF69.pcap.gz
ndt-virtual-hlssx_1696368573_0000000000548E3B,gs://archive-measurement-lab/ndt/pcap/2023/10/20/20231020T091710.229371Z-pcap-mlab1-del03-ndt.tgz,2023/10/20/ndt-virtual-hlssx_1696368573_0000000000548E3B.pcap.gz
ndt-virtual-kxcqq_1695080975_000000000018F9D4,gs://archive-measurement-lab/ndt/pcap/2023/10/20/20231020T070456.014078Z-pcap-mlab1-yyz07-ndt.tgz,2023/10/20/ndt-virtual-kxcqq_1695080975_000000000018F9D4.pcap.gz
ndt-virtual-2h982_1695086625_0000000000338547,gs://archive-measurement-lab/ndt/pcap/2023/10/20/20231020T142444.201754Z-pcap-mlab3-bom03-ndt.tgz,2023/10/20/ndt-virtual-2h982_1695086625_0000000000338547.pcap.gz
ndt-virtual-wk9rs_1695071964_000000000016D8F2,gs://archive-measurement-lab/ndt/pcap/2023/10/20/20231020T132005.431919Z-pcap-mlab1-gru05-ndt.tgz,2023/10/20/ndt-virtual-wk9rs_1695071964_000000000016D8F2.pcap.gz
