id,date,ASNumber,UUID,TestTime,CongestionControl,MeanThroughputMbps,MinRTT,LossRate,ClientIP,StartTime,EndTime,DownloadUUID,duration,ArchiveURL,Filename,processed
ndt-j4x7k_1700019913_00000000006B29A8,2024-01-06,206067.0,ndt-j4x7k_1700019913_00000000006B29A8,2024-01-06 18:14:41.050757 UTC,bbr,0.0,0.0,0.0,92.40.185.62,2024-01-06 18:14:41.050695 UTC,2024-01-06 18:14:56.051092 UTC,ndt-j4x7k_1700019913_00000000006B29A8,0 days 00:00:15.000397,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T181744.972894Z-pcap-mlab3-lhr07-ndt.tgz,2024/01/06/ndt-j4x7k_1700019913_00000000006B29A8.pcap.gz,True
ndt-ppmlg_1699950885_0000000000408352,2024-01-06,13999.0,ndt-ppmlg_1699950885_0000000000408352,2024-01-06 21:31:24.270426 UTC,bbr,0.0,0.0,0.0,2806:261:417:9dd:2a66:2e2d:951a:23cd,2024-01-06 21:31:24.270335 UTC,2024-01-06 21:31:39.270589 UTC,ndt-ppmlg_1699950885_0000000000408352,0 days 00:00:15.000254,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T213249.218560Z-pcap-mlab3-mex03-ndt.tgz,2024/01/06/ndt-ppmlg_1699950885_0000000000408352.pcap.gz,True
ndt-h895w_1700214341_00000000004E5C94,2024-01-06,264358.0,ndt-h895w_1700214341_00000000004E5C94,2024-01-06 20:29:30.971010 UTC,bbr,0.0,0.0,0.0,2804:1d48:414:e000:3181:472d:fe50:d35c,2024-01-06 20:29:30.970930 UTC,2024-01-06 20:29:45.971070 UTC,ndt-h895w_1700214341_00000000004E5C94,0 days 00:00:15.000140,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T203023.030822Z-pcap-mlab1-gru03-ndt.tgz,2024/01/06/ndt-h895w_1700214341_00000000004E5C94.pcap.gz,True
ndt-d25hs_1700168392_00000000005B62D1,2024-01-06,5089.0,ndt-d25hs_1700168392_00000000005B62D1,2024-01-06 22:23:09.505872 UTC,bbr,0.0,0.0,0.0,86.20.184.172,2024-01-06 22:23:09.505796 UTC,2024-01-06 22:23:24.506091 UTC,ndt-d25hs_1700168392_00000000005B62D1,0 days 00:00:15.000295,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T222435.118654Z-pcap-mlab3-dub01-ndt.tgz,2024/01/06/ndt-d25hs_1700168392_00000000005B62D1.pcap.gz,True
ndt-virtual-5tdlv_1700367071_00000000007997F6,2024-01-06,42831.0,ndt-virtual-5tdlv_1700367071_00000000007997F6,2024-01-06 02:34:40.312967 UTC,bbr,0.0,0.0,0.0,185.192.70.35,2024-01-06 02:34:40.312927 UTC,2024-01-06 02:34:55.313052 UTC,ndt-virtual-5tdlv_1700367071_00000000007997F6,0 days 00:00:15.000125,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T024116.678553Z-pcap-mlab1-lhr09-ndt.tgz,2024/01/06/ndt-virtual-5tdlv_1700367071_00000000007997F6.pcap.gz,True
ndt-virtual-cf964_1700366398_000000000029F397,2024-01-06,4804.0,ndt-virtual-cf964_1700366398_000000000029F397,2024-01-06 04:04:40.922992 UTC,bbr,0.0,0.0,0.0,49.195.58.34,2024-01-06 04:04:40.922963 UTC,2024-01-06 04:04:55.923116 UTC,ndt-virtual-cf964_1700366398_000000000029F397,0 days 00:00:15.000153,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T040539.777327Z-pcap-mlab1-syd07-ndt.tgz,2024/01/06/ndt-virtual-cf964_1700366398_000000000029F397.pcap.gz,True
ndt-j4x7k_1700019913_00000000006B0B11,2024-01-06,5089.0,ndt-j4x7k_1700019913_00000000006B0B11,2024-01-06 19:41:59.691290 UTC,bbr,0.0,0.0,0.0,86.31.112.63,2024-01-06 19:41:59.691246 UTC,2024-01-06 19:42:14.691558 UTC,ndt-j4x7k_1700019913_00000000006B0B11,0 days 00:00:15.000312,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T194332.000622Z-pcap-mlab3-lhr07-ndt.tgz,2024/01/06/ndt-j4x7k_1700019913_00000000006B0B11.pcap.gz,True
ndt-4zqrq_1700241920_0000000000861515,2024-01-06,9498.0,ndt-4zqrq_1700241920_0000000000861515,2024-01-06 18:35:03.609526 UTC,bbr,0.0,0.0,0.0,122.187.117.179,2024-01-06 18:35:03.609466 UTC,2024-01-06 18:35:18.609646 UTC,ndt-4zqrq_1700241920_0000000000861515,0 days 00:00:15.000180,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T183752.293273Z-pcap-mlab2-maa02-ndt.tgz,2024/01/06/ndt-4zqrq_1700241920_0000000000861515.pcap.gz,True
ndt-virtual-rgrwr_1701649381_0000000000A62D2F,2024-01-06,132771.0,ndt-virtual-rgrwr_1701649381_0000000000A62D2F,2024-01-06 16:44:32.692173 UTC,bbr,0.0,0.0,0.0,103.113.97.49,2024-01-06 16:44:32.692142 UTC,2024-01-06 16:44:47.692233 UTC,ndt-virtual-rgrwr_1701649381_0000000000A62D2F,0 days 00:00:15.000091,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T164540.388781Z-pcap-mlab1-del03-ndt.tgz,2024/01/06/ndt-virtual-rgrwr_1701649381_0000000000A62D2F.pcap.gz,True
ndt-p2nkj_1700053924_000000000034FF80,2024-01-06,6147.0,ndt-p2nkj_1700053924_000000000034FF80,2024-01-06 04:48:29.268544 UTC,bbr,0.0,0.0,0.0,190.235.32.74,2024-01-06 04:48:29.268475 UTC,2024-01-06 04:48:44.269544 UTC,ndt-p2nkj_1700053924_000000000034FF80,0 days 00:00:15.001069,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T054249.433168Z-pcap-mlab3-lim01-ndt.tgz,2024/01/06/ndt-p2nkj_1700053924_000000000034FF80.pcap.gz,True
ndt-272d4_1700284015_0000000000413BB1,2024-01-06,4686.0,ndt-272d4_1700284015_0000000000413BB1,2024-01-06 10:37:50.826887 UTC,bbr,0.0,0.0,0.0,218.225.235.144,2024-01-06 10:37:50.826709 UTC,2024-01-06 10:38:05.827441 UTC,ndt-272d4_1700284015_0000000000413BB1,0 days 00:00:15.000732,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T104033.471549Z-pcap-mlab3-hnd05-ndt.tgz,2024/01/06/ndt-272d4_1700284015_0000000000413BB1.pcap.gz,True
ndt-4dtgv_1700160301_00000000004EA914,2024-01-06,23969.0,ndt-4dtgv_1700160301_00000000004EA914,2024-01-06 06:08:20.426316 UTC,bbr,0.0,0.0,0.0,113.53.74.184,2024-01-06 06:08:20.426267 UTC,2024-01-06 06:08:35.426845 UTC,ndt-4dtgv_1700160301_00000000004EA914,0 days 00:00:15.000578,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T061445.166658Z-pcap-mlab3-sin01-ndt.tgz,2024/01/06/ndt-4dtgv_1700160301_00000000004EA914.pcap.gz,True
ndt-mc9ng_1700276244_000000000043F3C5,2024-01-06,212238.0,ndt-mc9ng_1700276244_000000000043F3C5,2024-01-06 22:27:09.081769 UTC,bbr,0.0,0.0,0.0,37.19.205.206,2024-01-06 22:27:09.081683 UTC,2024-01-06 22:27:24.082439 UTC,ndt-mc9ng_1700276244_000000000043F3C5,0 days 00:00:15.000756,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T223901.516403Z-pcap-mlab2-hnd05-ndt.tgz,2024/01/06/ndt-mc9ng_1700276244_000000000043F3C5.pcap.gz,True
ndt-virtual-z5b5s_1701822757_00000000001548BF,2024-01-06,12876.0,ndt-virtual-z5b5s_1701822757_00000000001548BF,2024-01-06 12:18:00.591712 UTC,bbr,0.0,0.0,0.0,2001:bc8:1640:523:dc00:ff:fe11:6be5,2024-01-06 12:18:00.591686 UTC,2024-01-06 12:18:15.591822 UTC,ndt-virtual-z5b5s_1701822757_00000000001548BF,0 days 00:00:15.000136,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T122416.530989Z-pcap-mlab1-ams10-ndt.tgz,2024/01/06/ndt-virtual-z5b5s_1701822757_00000000001548BF.pcap.gz,True
ndt-vs5l8_1700097856_000000000046487B,2024-01-06,15557.0,ndt-vs5l8_1700097856_000000000046487B,2024-01-06 18:26:54.588199 UTC,bbr,0.0,0.0,0.0,2a02:8440:341c:4963:0:67:9bfd:b201,2024-01-06 18:26:54.588054 UTC,2024-01-06 18:27:09.587549 UTC,ndt-vs5l8_1700097856_000000000046487B,0 days 00:00:14.999495,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T182945.808748Z-pcap-mlab2-par05-ndt.tgz,2024/01/06/ndt-vs5l8_1700097856_000000000046487B.pcap.gz,True
ndt-5gggd_1699942477_0000000000409FF2,2024-01-06,1136.0,ndt-5gggd_1699942477_0000000000409FF2,2024-01-06 07:35:44.286757 UTC,bbr,0.0,0.0,0.0,92.71.249.74,2024-01-06 07:35:44.286663 UTC,2024-01-06 07:35:59.286281 UTC,ndt-5gggd_1699942477_0000000000409FF2,0 days 00:00:14.999618,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T074008.379688Z-pcap-mlab3-ams05-ndt.tgz,2024/01/06/ndt-5gggd_1699942477_0000000000409FF2.pcap.gz,True
ndt-virtual-xcvhk_1700355558_000000000031033A,2024-01-06,7545.0,ndt-virtual-xcvhk_1700355558_000000000031033A,2024-01-06 11:03:45.559182 UTC,bbr,0.0,0.0,0.0,182.239.155.232,2024-01-06 11:03:45.559129 UTC,2024-01-06 11:04:00.559301 UTC,ndt-virtual-xcvhk_1700355558_000000000031033A,0 days 00:00:15.000172,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T110739.684017Z-pcap-mlab1-mel01-ndt.tgz,2024/01/06/ndt-virtual-xcvhk_1700355558_000000000031033A.pcap.gz,True
ndt-t5jvj_1699769356_000000000057957F,2024-01-06,132199.0,ndt-t5jvj_1699769356_000000000057957F,2024-01-06 07:00:20.515606 UTC,bbr,0.0,0.0,0.0,158.62.23.135,2024-01-06 07:00:20.515544 UTC,2024-01-06 07:00:35.515712 UTC,ndt-t5jvj_1699769356_000000000057957F,0 days 00:00:15.000168,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T070503.738410Z-pcap-mlab2-mnl01-ndt.tgz,2024/01/06/ndt-t5jvj_1699769356_000000000057957F.pcap.gz,True
ndt-virtual-djdnn_1700369999_00000000002AE53A,2024-01-06,30722.0,ndt-virtual-djdnn_1700369999_00000000002AE53A,2024-01-06 13:30:17.090885 UTC,bbr,0.0,0.0,0.0,46.30.217.207,2024-01-06 13:30:17.090816 UTC,2024-01-06 13:30:32.090923 UTC,ndt-virtual-djdnn_1700369999_00000000002AE53A,0 days 00:00:15.000107,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T133316.141414Z-pcap-mlab1-mil08-ndt.tgz,2024/01/06/ndt-virtual-djdnn_1700369999_00000000002AE53A.pcap.gz,True
ndt-virtual-xcvhk_1700355558_000000000030EC0F,2024-01-06,133612.0,ndt-virtual-xcvhk_1700355558_000000000030EC0F,2024-01-06 10:55:40.861129 UTC,bbr,0.0,0.0,0.0,101.119.96.114,2024-01-06 10:55:40.861085 UTC,2024-01-06 10:55:55.861507 UTC,ndt-virtual-xcvhk_1700355558_000000000030EC0F,0 days 00:00:15.000422,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T110158.576024Z-pcap-mlab1-mel01-ndt.tgz,2024/01/06/ndt-virtual-xcvhk_1700355558_000000000030EC0F.pcap.gz,True
ndt-virtual-r7r7p_1700364446_00000000001D526F,2024-01-06,8452.0,ndt-virtual-r7r7p_1700364446_00000000001D526F,2024-01-06 00:39:33.188557 UTC,bbr,0.0,0.0,0.0,197.63.44.118,2024-01-06 00:39:33.188503 UTC,2024-01-06 00:39:48.188995 UTC,ndt-virtual-r7r7p_1700364446_00000000001D526F,0 days 00:00:15.000492,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T011413.533058Z-pcap-mlab1-tlv01-ndt.tgz,2024/01/06/ndt-virtual-r7r7p_1700364446_00000000001D526F.pcap.gz,True
ndt-virtual-zml5g_1699911984_0000000000185D8D,2024-01-06,39891.0,ndt-virtual-zml5g_1699911984_0000000000185D8D,2024-01-06 22:42:53.936640 UTC,bbr,0.0,0.0,0.0,2001:16a2:c0cb:3d2b:9506:1942:1ab5:3a2b,2024-01-06 22:42:53.936585 UTC,2024-01-06 22:43:08.937432 UTC,ndt-virtual-zml5g_1699911984_0000000000185D8D,0 days 00:00:15.000847,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T225142.475608Z-pcap-mlab1-doh01-ndt.tgz,2024/01/06/ndt-virtual-zml5g_1699911984_0000000000185D8D.pcap.gz,True
ndt-virtual-5pbtq_1700440123_000000000037EEBD,2024-01-06,18207.0,ndt-virtual-5pbtq_1700440123_000000000037EEBD,2024-01-06 03:59:24.543781 UTC,bbr,0.0,0.0,0.0,219.91.178.55,2024-01-06 03:59:24.543732 UTC,2024-01-06 03:59:39.544338 UTC,ndt-virtual-5pbtq_1700440123_000000000037EEBD,0 days 00:00:15.000606,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T040228.100357Z-pcap-mlab2-bom03-ndt.tgz,2024/01/06/ndt-virtual-5pbtq_1700440123_000000000037EEBD.pcap.gz,True
ndt-h2tvc_1699948764_000000000052C949,2024-01-06,268581.0,ndt-h2tvc_1699948764_000000000052C949,2024-01-06 01:43:52.513022 UTC,bbr,0.0,0.0,0.0,149.78.185.201,2024-01-06 01:43:52.512957 UTC,2024-01-06 01:44:07.513392 UTC,ndt-h2tvc_1699948764_000000000052C949,0 days 00:00:15.000435,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T014433.103922Z-pcap-mlab2-gru03-ndt.tgz,2024/01/06/ndt-h2tvc_1699948764_000000000052C949.pcap.gz,True
ndt-c6g72_1700225146_0000000000415C16,2024-01-06,328856.0,ndt-c6g72_1700225146_0000000000415C16,2024-01-06 17:24:38.220267 UTC,bbr,0.0,0.0,0.0,102.219.209.70,2024-01-06 17:24:38.220220 UTC,2024-01-06 17:24:53.221138 UTC,ndt-c6g72_1700225146_0000000000415C16,0 days 00:00:15.000918,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T173253.498208Z-pcap-mlab2-nbo01-ndt.tgz,2024/01/06/ndt-c6g72_1700225146_0000000000415C16.pcap.gz,True
ndt-virtual-5tdlv_1700367071_00000000007B1501,2024-01-06,206067.0,ndt-virtual-5tdlv_1700367071_00000000007B1501,2024-01-06 18:24:32.192682 UTC,bbr,380.80526579825965,5.82,0.0,2a04:4a43:4b0f:d425:a044:45ff:feea:fd5,2024-01-06 18:24:32.192641 UTC,2024-01-06 18:24:47.192731 UTC,ndt-virtual-5tdlv_1700367071_00000000007B1501,0 days 00:00:15.000090,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T182505.410455Z-pcap-mlab1-lhr09-ndt.tgz,2024/01/06/ndt-virtual-5tdlv_1700367071_00000000007B1501.pcap.gz,True
ndt-virtual-lvhgw_1700360580_00000000004F4533,2024-01-06,45758.0,ndt-virtual-lvhgw_1700360580_00000000004F4533,2024-01-06 07:20:53.458980 UTC,bbr,0.2484291864735318,319.406,0.1206981926219361,2403:6200:8872:c6c4:b10e:52dd:2f9e:71ed,2024-01-06 07:20:53.458944 UTC,2024-01-06 07:21:08.459076 UTC,ndt-virtual-lvhgw_1700360580_00000000004F4533,0 days 00:00:15.000132,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T072344.241180Z-pcap-mlab1-sin02-ndt.tgz,2024/01/06/ndt-virtual-lvhgw_1700360580_00000000004F4533.pcap.gz,True
ndt-virtual-lvgz6_1700443683_000000000013ED24,2024-01-06,5617.0,ndt-virtual-lvgz6_1700443683_000000000013ED24,2024-01-06 20:25:03.250127 UTC,bbr,3.36566087452686,0.857,3.958422707096017e-06,2a00:f41:85f:5d2b:0:36:ea1b:e601,2024-01-06 20:25:03.250084 UTC,2024-01-06 20:25:18.250731 UTC,ndt-virtual-lvgz6_1700443683_000000000013ED24,0 days 00:00:15.000647,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T202934.143754Z-pcap-mlab2-waw01-ndt.tgz,2024/01/06/ndt-virtual-lvgz6_1700443683_000000000013ED24.pcap.gz,True
ndt-virtual-r7r7p_1700364446_00000000001DB50D,2024-01-06,39891.0,ndt-virtual-r7r7p_1700364446_00000000001DB50D,2024-01-06 17:10:19.324583 UTC,bbr,0.5424593400066383,141.766,0.0,2001:16a2:c1a6:ab08:2e65:d342:9d0b:ec27,2024-01-06 17:10:19.324546 UTC,2024-01-06 17:10:34.324636 UTC,ndt-virtual-r7r7p_1700364446_00000000001DB50D,0 days 00:00:15.000090,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T172121.417886Z-pcap-mlab1-tlv01-ndt.tgz,2024/01/06/ndt-virtual-r7r7p_1700364446_00000000001DB50D.pcap.gz,True
ndt-virtual-756w7_1701379167_00000000001B1D29,2024-01-06,36183.0,ndt-virtual-756w7_1701379167_00000000001B1D29,2024-01-06 00:26:09.096829 UTC,bbr,11.342013257186249,40.382,0.0,2a02:26f7:cd54:7429:0:ec34:f4a9:4736,2024-01-06 00:26:09.096780 UTC,2024-01-06 00:26:24.096919 UTC,ndt-virtual-756w7_1701379167_00000000001B1D29,0 days 00:00:15.000139,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T003004.714833Z-pcap-mlab1-slc01-ndt.tgz,2024/01/06/ndt-virtual-756w7_1701379167_00000000001B1D29.pcap.gz,True
ndt-virtual-zml5g_1699911984_0000000000184A0D,2024-01-06,39891.0,ndt-virtual-zml5g_1699911984_0000000000184A0D,2024-01-06 18:13:33.883010 UTC,bbr,1.2705659215878746,154.619,0.0,2001:16a2:c1ed:5f20:2d0a:fa12:a3c0:fc23,2024-01-06 18:13:33.882964 UTC,2024-01-06 18:13:48.884167 UTC,ndt-virtual-zml5g_1699911984_0000000000184A0D,0 days 00:00:15.001203,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T183853.365355Z-pcap-mlab1-doh01-ndt.tgz,2024/01/06/ndt-virtual-zml5g_1699911984_0000000000184A0D.pcap.gz,True
ndt-virtual-5tdlv_1700367071_00000000007A72AF,2024-01-06,206067.0,ndt-virtual-5tdlv_1700367071_00000000007A72AF,2024-01-06 13:23:07.553357 UTC,bbr,42.30695951670212,7.233,0.0,2a04:4a43:93ff:ff7a:b971:90e5:8e41:c6a7,2024-01-06 13:23:07.553312 UTC,2024-01-06 13:23:22.553552 UTC,ndt-virtual-5tdlv_1700367071_00000000007A72AF,0 days 00:00:15.000240,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T132503.557289Z-pcap-mlab1-lhr09-ndt.tgz,2024/01/06/ndt-virtual-5tdlv_1700367071_00000000007A72AF.pcap.gz,True
ndt-virtual-b9ls9_1700361304_00000000004925C1,2024-01-06,205016.0,ndt-virtual-b9ls9_1700361304_00000000004925C1,2024-01-06 22:05:53.540821 UTC,bbr,8.603211432040005,34.145,0.0,2001:67c:2628:647:6::349,2024-01-06 22:05:53.540782 UTC,2024-01-06 22:06:08.540922 UTC,ndt-virtual-b9ls9_1700361304_00000000004925C1,0 days 00:00:15.000140,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T220716.509483Z-pcap-mlab1-oma01-ndt.tgz,2024/01/06/ndt-virtual-b9ls9_1700361304_00000000004925C1.pcap.gz,True
ndt-virtual-djdnn_1700369999_00000000002AC31B,2024-01-06,1267.0,ndt-virtual-djdnn_1700369999_00000000002AC31B,2024-01-06 09:49:20.680710 UTC,bbr,0.168853434275229,33.971,0.0177216561890309,2a02:b021:13:a17d:ec43:11ff:fec4:105e,2024-01-06 09:49:20.680676 UTC,2024-01-06 09:49:35.681369 UTC,ndt-virtual-djdnn_1700369999_00000000002AC31B,0 days 00:00:15.000693,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T095239.203455Z-pcap-mlab1-mil08-ndt.tgz,2024/01/06/ndt-virtual-djdnn_1700369999_00000000002AC31B.pcap.gz,True
ndt-virtual-lvhgw_1700360580_00000000004F2F6B,2024-01-06,131445.0,ndt-virtual-lvhgw_1700360580_00000000004F2F6B,2024-01-06 07:28:20.088011 UTC,bbr,1.0726809119279446,41.728,0.2154975050617785,2001:44c8:455f:183c:1:0:710e:ccdc,2024-01-06 07:28:20.087984 UTC,2024-01-06 07:28:35.088734 UTC,ndt-virtual-lvhgw_1700360580_00000000004F2F6B,0 days 00:00:15.000750,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T073111.078556Z-pcap-mlab1-sin02-ndt.tgz,2024/01/06/ndt-virtual-lvhgw_1700360580_00000000004F2F6B.pcap.gz,True
ndt-virtual-xcvhk_1700355558_000000000030A946,2024-01-06,10143.0,ndt-virtual-xcvhk_1700355558_000000000030A946,2024-01-06 05:17:27.489520 UTC,bbr,0.5757419400242155,8.163,0.1319557834042785,2406:3400:30f:9ec0:529d:8e42:56af:9f3,2024-01-06 05:17:27.489472 UTC,2024-01-06 05:17:42.489562 UTC,ndt-virtual-xcvhk_1700355558_000000000030A946,0 days 00:00:15.000090,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T052025.317482Z-pcap-mlab1-mel01-ndt.tgz,2024/01/06/ndt-virtual-xcvhk_1700355558_000000000030A946.pcap.gz,True
ndt-virtual-6rbfk_1700447174_0000000000215996,2024-01-06,5410.0,ndt-virtual-6rbfk_1700447174_0000000000215996,2024-01-06 18:37:38.044670 UTC,bbr,27.622669156238185,15.066,0.0,2a04:cec0:f041:d162:585e:fd49:981e:dee8,2024-01-06 18:37:38.044622 UTC,2024-01-06 18:37:53.045062 UTC,ndt-virtual-6rbfk_1700447174_0000000000215996,0 days 00:00:15.000440,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T183855.082845Z-pcap-mlab2-zrh01-ndt.tgz,2024/01/06/ndt-virtual-6rbfk_1700447174_0000000000215996.pcap.gz,True
ndt-virtual-h76tn_1700353484_0000000000309D56,2024-01-06,15557.0,ndt-virtual-h76tn_1700353484_0000000000309D56,2024-01-06 11:34:02.680807 UTC,bbr,34.43032942580846,13.0,0.0181803363326415,2a02:8440:4316:1de8:0:5d:e2a1:2301,2024-01-06 11:34:02.680770 UTC,2024-01-06 11:34:17.680829 UTC,ndt-virtual-h76tn_1700353484_0000000000309D56,0 days 00:00:15.000059,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T113539.526208Z-pcap-mlab1-par08-ndt.tgz,2024/01/06/ndt-virtual-h76tn_1700353484_0000000000309D56.pcap.gz,True
ndt-virtual-76whk_1700441627_00000000005131DA,2024-01-06,24203.0,ndt-virtual-76whk_1700441627_00000000005131DA,2024-01-06 07:06:08.146514 UTC,bbr,5.5771970821660215,55.858,0.1227998265747064,2400:9800:131:8903:1:0:9993:87bc,2024-01-06 07:06:08.146474 UTC,2024-01-06 07:06:23.146929 UTC,ndt-virtual-76whk_1700441627_00000000005131DA,0 days 00:00:15.000455,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T070717.649066Z-pcap-mlab2-cgk01-ndt.tgz,2024/01/06/ndt-virtual-76whk_1700441627_00000000005131DA.pcap.gz,True
ndt-virtual-lvhgw_1700360580_00000000004FE292,2024-01-06,131445.0,ndt-virtual-lvhgw_1700360580_00000000004FE292,2024-01-06 14:17:36.931977 UTC,bbr,0.6862557058229618,105.029,0.0,2001:44c8:4501:a8f4:1:0:d347:7794,2024-01-06 14:17:36.931942 UTC,2024-01-06 14:17:51.931954 UTC,ndt-virtual-lvhgw_1700360580_00000000004FE292,0 days 00:00:15.000012,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T141902.028539Z-pcap-mlab1-sin02-ndt.tgz,2024/01/06/ndt-virtual-lvhgw_1700360580_00000000004FE292.pcap.gz,True
ndt-virtual-djdnn_1700369999_00000000002ABB35,2024-01-06,30722.0,ndt-virtual-djdnn_1700369999_00000000002ABB35,2024-01-06 10:37:02.402707 UTC,bbr,19.415043786798712,22.257,0.0397076021855159,2a01:827:1724:2e01:70f2:bd9b:b4e4:dc83,2024-01-06 10:37:02.402636 UTC,2024-01-06 10:37:17.403567 UTC,ndt-virtual-djdnn_1700369999_00000000002ABB35,0 days 00:00:15.000931,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T104344.601924Z-pcap-mlab1-mil08-ndt.tgz,2024/01/06/ndt-virtual-djdnn_1700369999_00000000002ABB35.pcap.gz,True
ndt-virtual-kswrx_1700452331_000000000028E586,2024-01-06,263073.0,ndt-virtual-kswrx_1700452331_000000000028E586,2024-01-06 17:14:55.700212 UTC,bbr,15.488370243061077,35.0,0.2707432418174297,2804:954:3dc:b700:45c1:b498:f8e5:e1ce,2024-01-06 17:14:55.700168 UTC,2024-01-06 17:15:10.700421 UTC,ndt-virtual-kswrx_1700452331_000000000028E586,0 days 00:00:15.000253,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T171711.701926Z-pcap-mlab3-gru05-ndt.tgz,2024/01/06/ndt-virtual-kswrx_1700452331_000000000028E586.pcap.gz,True
ndt-virtual-lvgz6_1700443683_000000000013F6F0,2024-01-06,60068.0,ndt-virtual-lvgz6_1700443683_000000000013F6F0,2024-01-06 16:36:19.012400 UTC,bbr,22.19602737725311,1.126,7.049391910867971e-05,2a02:6ea0:ce0c::2,2024-01-06 16:36:19.012312 UTC,2024-01-06 16:36:34.012568 UTC,ndt-virtual-lvgz6_1700443683_000000000013F6F0,0 days 00:00:15.000256,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T165242.426054Z-pcap-mlab2-waw01-ndt.tgz,2024/01/06/ndt-virtual-lvgz6_1700443683_000000000013F6F0.pcap.gz,True
ndt-virtual-z5b5s_1701822757_000000000015B3A3,2024-01-06,33915.0,ndt-virtual-z5b5s_1701822757_000000000015B3A3,2024-01-06 19:07:46.840961 UTC,bbr,15.308464838862935,8.762,0.2154558099044656,2001:1c00:f30:aa00:1f8c:81ec:6e3e:31cf,2024-01-06 19:07:46.840926 UTC,2024-01-06 19:08:01.841082 UTC,ndt-virtual-z5b5s_1701822757_000000000015B3A3,0 days 00:00:15.000156,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T190817.640967Z-pcap-mlab1-ams10-ndt.tgz,2024/01/06/ndt-virtual-z5b5s_1701822757_000000000015B3A3.pcap.gz,True
ndt-virtual-kswrx_1700452331_0000000000283E19,2024-01-06,263641.0,ndt-virtual-kswrx_1700452331_0000000000283E19,2024-01-06 00:55:09.678808 UTC,bbr,258.1109112735363,17.839,0.034140172994776,2804:1094:d01e:2b00:1c88:cbf8:f05b:7197,2024-01-06 00:55:09.678773 UTC,2024-01-06 00:55:24.679468 UTC,ndt-virtual-kswrx_1700452331_0000000000283E19,0 days 00:00:15.000695,gs://archive-measurement-lab/ndt/pcap/2024/01/06/20240106T005629.779190Z-pcap-mlab3-gru05-ndt.tgz,2024/01/06/ndt-virtual-kswrx_1700452331_0000000000283E19.pcap.gz,True
