id,ArchiveURL,Filename
ndt-virtual-xvlxn_1695075228_00000000000DB609,gs://archive-measurement-lab/ndt/pcap/2023/09/26/20230926T113315.080960Z-pcap-mlab1-lhr09-ndt.tgz,2023/09/26/ndt-virtual-xvlxn_1695075228_00000000000DB609.pcap.gz
ndt-virtual-fnf86_1695069021_00000000000C29BE,gs://archive-measurement-lab/ndt/pcap/2023/09/26/20230926T044510.015590Z-pcap-mlab1-bom03-ndt.tgz,2023/09/26/ndt-virtual-fnf86_1695069021_00000000000C29BE.pcap.gz
ndt-virtual-4vp85_1695070492_00000000000A44B0,gs://archive-measurement-lab/ndt/pcap/2023/09/26/20230926T082455.589088Z-pcap-mlab1-cmh01-ndt.tgz,2023/09/26/ndt-virtual-4vp85_1695070492_00000000000A44B0.pcap.gz
ndt-virtual-zrwb4_1695074172_000000000008BFDD,gs://archive-measurement-lab/ndt/pcap/2023/09/26/20230926T022158.161252Z-pcap-mlab1-kix01-ndt.tgz,2023/09/26/ndt-virtual-zrwb4_1695074172_000000000008BFDD.pcap.gz
ndt-virtual-6bpvm_1695078089_00000000000FC851,gs://archive-measurement-lab/ndt/pcap/2023/09/26/20230926T131957.918452Z-pcap-mlab1-sin02-ndt.tgz,2023/09/26/ndt-virtual-6bpvm_1695078089_00000000000FC851.pcap.gz
ndt-virtual-kxcqq_1695080975_0000000000059C18,gs://archive-measurement-lab/ndt/pcap/2023/09/26/20230926T002020.138366Z-pcap-mlab1-yyz07-ndt.tgz,2023/09/26/ndt-virtual-kxcqq_1695080975_0000000000059C18.pcap.gz
ndt-virtual-4vp85_1695070492_00000000000A0FA0,gs://archive-measurement-lab/ndt/pcap/2023/09/26/20230926T060624.906923Z-pcap-mlab1-cmh01-ndt.tgz,2023/09/26/ndt-virtual-4vp85_1695070492_00000000000A0FA0.pcap.gz
ndt-virtual-pk7m6_1695087032_000000000008E704,gs://archive-measurement-lab/ndt/pcap/2023/09/26/20230926T124530.304875Z-pcap-mlab3-cgk01-ndt.tgz,2023/09/26/ndt-virtual-pk7m6_1695087032_000000000008E704.pcap.gz
ndt-virtual-tlwv5_1695081638_00000000000CA9BF,gs://archive-measurement-lab/ndt/pcap/2023/09/26/20230926T031040.759913Z-pcap-mlab2-bom03-ndt.tgz,2023/09/26/ndt-virtual-tlwv5_1695081638_00000000000CA9BF.pcap.gz
ndt-virtual-2h982_1695086625_00000000000DE33B,gs://archive-measurement-lab/ndt/pcap/2023/09/26/20230926T093155.327219Z-pcap-mlab3-bom03-ndt.tgz,2023/09/26/ndt-virtual-2h982_1695086625_00000000000DE33B.pcap.gz
ndt-virtual-xvlxn_1695075228_00000000000EADF1,gs://archive-measurement-lab/ndt/pcap/2023/09/26/20230926T222717.910877Z-pcap-mlab1-lhr09-ndt.tgz,2023/09/26/ndt-virtual-xvlxn_1695075228_00000000000EADF1.pcap.gz
