id,ArchiveURL,Filename
ndt-ckdxt_1678936320_00000000008C54E2,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T074611.686634Z-pcap-mlab3-maa01-ndt.tgz,2023/05/10/ndt-ckdxt_1678936320_00000000008C54E2.pcap.gz
ndt-dckbr_1679209835_0000000000544702,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T133541.772426Z-pcap-mlab2-mnl01-ndt.tgz,2023/05/10/ndt-dckbr_1679209835_0000000000544702.pcap.gz
ndt-q46zx_1678933405_0000000000947376,gs://archive-measurement-lab/ndt/pcap/2023/05/10/20230510T133615.606457Z-pcap-mlab1-del01-ndt.tgz,2023/05/10/ndt-q46zx_1678933405_0000000000947376.pcap.gz
ndt-7svhj_1659965550_000000000017B200,gs://archive-measurement-lab/ndt/pcap/2022/09/03/20220903T021347.419167Z-pcap-mlab1-lax05-ndt.tgz,2022/09/03/ndt-7svhj_1659965550_000000000017B200.pcap.gz
ndt-lcrw8_1659893031_00000000001B6F0C,gs://archive-measurement-lab/ndt/pcap/2022/09/03/20220903T023650.642541Z-pcap-mlab3-dfw08-ndt.tgz,2022/09/03/ndt-lcrw8_1659893031_00000000001B6F0C.pcap.gz
ndt-n9jp7_1659642267_0000000000181D06,gs://archive-measurement-lab/ndt/pcap/2022/09/03/20220903T035550.059044Z-pcap-mlab2-mex02-ndt.tgz,2022/09/03/ndt-n9jp7_1659642267_0000000000181D06.pcap.gz
ndt-5mb7g_1659907885_00000000003C1105,gs://archive-measurement-lab/ndt/pcap/2022/09/03/20220903T073128.909142Z-pcap-mlab2-del01-ndt.tgz,2022/09/03/ndt-5mb7g_1659907885_00000000003C1105.pcap.gz
ndt-j5r9f_1659584732_00000000005728FA,gs://archive-measurement-lab/ndt/pcap/2022/09/03/20220903T131239.064444Z-pcap-mlab2-bom02-ndt.tgz,2022/09/03/ndt-j5r9f_1659584732_00000000005728FA.pcap.gz
ndt-zs8l6_1659804863_000000000013DE07,gs://archive-measurement-lab/ndt/pcap/2022/09/03/20220903T145453.583360Z-pcap-mlab2-ams09-ndt.tgz,2022/09/03/ndt-zs8l6_1659804863_000000000013DE07.pcap.gz
ndt-5mb7g_1659907885_00000000003D049D,gs://archive-measurement-lab/ndt/pcap/2022/09/03/20220903T150413.377267Z-pcap-mlab2-del01-ndt.tgz,2022/09/03/ndt-5mb7g_1659907885_00000000003D049D.pcap.gz
