ts,is_downstream,packet_size,tcp_seq,tcp_flags
1673137865.837213,True,2446,3898139027,ACKPSH
1673137865.837226,True,2448,3898141421,ACKPSH
1673137865.83725,True,2448,3898143817,ACKPSH
1673137865.837775,True,2448,3898146213,ACKPSH
1673137865.838796,True,1250,3898148609,ACK
1673137865.859952,False,52,3931642493,ACK
1673137865.859965,True,2448,3898149807,ACKPSH
1673137865.866408,False,52,3931642493,ACK
1673137865.866416,True,2448,3898152203,ACKPSH
1673137865.866902,False,52,3931642493,ACK
1673137865.866902,False,52,3931642493,ACK
1673137865.8672,True,2448,3898154599,ACKPSH
1673137865.868728,True,2448,3898156995,ACKPSH
1673137865.905934,False,52,3931642493,ACK
1673137865.905934,False,52,3931642493,ACK
1673137865.905934,False,52,3931642493,ACK
1673137865.905934,False,52,3931642493,ACK
1673137865.905934,False,52,3931642493,ACK
1673137865.905956,True,2448,3898159391,ACKPSH
1673137865.906731,True,2448,3898161787,ACKPSH
1673137865.907374,False,52,3931642493,ACK
1673137865.907374,False,52,3931642493,ACK
1673137865.907418,False,52,3931642493,ACK
1673137865.908261,True,2448,3898164183,ACKPSH
1673137865.909793,True,2448,3898166579,ACKPSH
1673137865.911328,True,2448,3898168975,ACKPSH
1673137865.91286,True,2448,3898171371,ACKPSH
1673137865.914902,False,52,3931642493,ACK
1673137865.914912,True,2448,3898173767,ACKPSH
1673137865.916909,False,52,3931642493,ACK
1673137865.916922,True,2448,3898176163,ACKPSH
1673137865.917706,True,2448,3898178559,ACKPSH
1673137865.918402,False,52,3931642493,ACK
1673137865.919239,True,2448,3898180955,ACKPSH
1673137865.933428,False,52,3931642493,ACK
1673137865.933442,True,2448,3898183351,ACKPSH
1673137865.940417,False,52,3931642493,ACK
1673137865.940436,True,2448,3898185747,ACKPSH
1673137865.941218,True,2448,3898188143,ACKPSH
1673137865.948918,False,52,3931642493,ACK
1673137865.948929,True,2448,3898190539,ACKPSH
1673137865.951895,False,52,3931642493,ACK
1673137865.951895,False,52,3931642493,ACK
1673137865.951909,True,2448,3898192935,ACKPSH
1673137865.952691,True,2448,3898195331,ACKPSH
1673137865.954223,True,2448,3898197727,ACKPSH
1673137866.058084,True,1250,3898200123,ACK
1673137866.17848,False,52,3931642493,ACK
1673137866.17848,False,52,3931642493,ACK
1673137866.178481,False,52,3931642493,ACK
1673137866.178481,False,52,3931642493,ACK
1673137866.178481,False,52,3931642493,ACK
1673137866.178481,False,52,3931642493,ACK
1673137866.178481,False,52,3931642493,ACK
1673137866.178499,True,2448,3898201321,ACKPSH
1673137866.179279,True,2448,3898203717,ACKPSH
1673137866.180814,True,2448,3898206113,ACKPSH
1673137866.182336,True,2448,3898208509,ACKPSH
1673137866.183856,True,2448,3898210905,ACKPSH
1673137866.185411,True,2448,3898213301,ACKPSH
1673137866.186922,True,2448,3898215697,ACKPSH
1673137866.189472,False,52,3931642493,ACK
1673137866.189472,False,52,3931642493,ACK
1673137866.189473,False,52,3931642493,ACK
1673137866.189473,False,52,3931642493,ACK
1673137866.189473,False,52,3931642493,ACK
1673137866.189473,False,52,3931642493,ACK
1673137866.189473,False,52,3931642493,ACK
1673137866.189473,False,52,3931642493,ACK
1673137866.189491,True,2448,3898218093,ACKPSH
1673137866.189515,False,52,3931642493,ACK
1673137866.189515,False,52,3931642493,ACK
1673137866.189532,False,52,3931642493,ACK
1673137866.190274,True,2448,3898220489,ACKPSH
1673137866.191813,True,2448,3898222885,ACKPSH
1673137866.19333,True,2448,3898225281,ACKPSH
1673137866.194854,True,2448,3898227677,ACKPSH
1673137866.196377,True,2448,3898230073,ACKPSH
1673137866.218938,False,52,3931642493,ACK
1673137866.218954,True,1250,3898232469,ACK
1673137866.221936,False,52,3931642493,ACK
1673137866.221936,False,52,3931642493,ACK
1673137866.221954,True,1250,3898233667,ACK
1673137866.222352,True,1250,3898234865,ACK
1673137866.228937,False,52,3931642493,ACK
1673137866.228953,True,1250,3898236063,ACK
1673137866.232907,False,52,3931642493,ACK
1673137866.232923,True,1250,3898237261,ACK
1673137866.257923,False,52,3931642493,ACK
1673137866.257944,True,1250,3898238459,ACK
1673137866.27696,False,52,3931642493,ACK
1673137866.276974,True,1250,3898239657,ACK
1673137866.294894,False,52,3931642493,ACK
1673137866.294894,False,52,3931642493,ACK
1673137866.294909,True,1250,3898240855,ACK
1673137866.522453,False,52,3931642493,ACK
1673137866.522471,True,2448,3898242053,ACKPSH
1673137866.746992,False,52,3931642493,ACK
1673137866.746992,False,52,3931642493,ACK
1673137866.746992,False,52,3931642493,ACK
1673137866.746992,False,52,3931642493,ACK
1673137866.746992,False,52,3931642493,ACK
1673137866.746992,False,52,3931642493,ACK
1673137866.746992,False,52,3931642493,ACK
1673137866.747009,True,1250,3898244449,ACK
1673137866.747045,False,52,3931642493,ACK
1673137866.747045,False,52,3931642493,ACK
1673137866.747045,False,52,3931642493,ACK
1673137866.747045,False,52,3931642493,ACK
1673137866.747045,False,52,3931642493,ACK
1673137866.747045,False,52,3931642493,ACK
1673137866.747045,False,52,3931642493,ACK
1673137866.747413,True,2448,3898245647,ACKPSH
1673137866.748938,True,2448,3898248043,ACKPSH
1673137866.75047,True,2448,3898250439,ACKPSH
1673137866.751994,True,2448,3898252835,ACKPSH
1673137866.753522,True,2448,3898255231,ACKPSH
1673137866.755052,True,2448,3898257627,ACKPSH
1673137866.75744,False,52,3931642493,ACK
1673137866.75744,False,52,3931642493,ACK
1673137866.75744,False,52,3931642493,ACK
1673137866.757441,False,52,3931642493,ACK
1673137866.757441,False,52,3931642493,ACK
1673137866.757456,True,2448,3898260023,ACKPSH
1673137866.757493,False,52,3931642493,ACK
1673137866.757493,False,52,3931642493,ACK
1673137866.758235,True,2448,3898262419,ACKPSH
1673137866.759763,True,1250,3898264815,ACKPSH
1673137866.760527,True,2448,3898266013,ACKPSH
1673137866.986144,False,52,3931642493,ACK
1673137866.986144,False,52,3931642493,ACK
1673137866.986144,False,52,3931642493,ACK
1673137866.98616,True,2448,3898268409,ACKPSH
1673137866.986936,True,2448,3898270805,ACKPSH
1673137867.210136,False,52,3931642493,ACK
1673137867.210136,False,52,3931642493,ACK
1673137867.210164,True,1250,3898273201,ACK
1673137867.858222,False,52,3931642493,ACK
1673137867.858222,False,52,3931642493,ACK
1673137867.858222,False,52,3931642493,ACK
1673137867.858222,False,52,3931642493,ACK
1673137867.858222,False,52,3931642493,ACK
1673137867.858222,False,52,3931642493,ACK
1673137867.858222,False,52,3931642493,ACK
1673137867.858222,False,52,3931642493,ACK
1673137867.858244,True,2448,3898274399,ACKPSH
1673137867.858301,False,52,3931642493,ACK
1673137867.858301,False,52,3931642493,ACK
1673137867.858301,False,52,3931642493,ACK
