ts,is_downstream,packet_size,tcp_seq,tcp_flags
1702912547.187056,True,114,862970953,ACKPSH
1702912547.187069,True,114,862973347,ACKPSH
1702912547.187102,True,114,862976147,ACKPSH
1702912547.189405,True,114,862978947,ACKPSH
1702912547.191028,True,114,862981747,ACK
1702912547.247826,True,114,862983147,ACK
1702912547.362362,False,74,1903618361,ACK
1702912547.362362,False,74,1903618361,ACK
1702912547.36238,True,114,862984547,ACKPSH
1702912547.363217,True,114,862987347,ACKPSH
1702912547.364838,True,114,862990147,ACKPSH
1702912547.366223,False,74,1903618361,ACK
1702912547.366223,False,74,1903618361,ACK
1702912547.366456,True,114,862992947,ACKPSH
1702912547.382095,False,74,1903618361,ACK
1702912547.382095,False,74,1903618361,ACK
1702912547.382109,True,114,862995747,ACKPSH
1702912547.382937,True,114,862998547,ACK
1702912547.383756,True,114,862999947,ACKPSH
1702912547.385373,True,114,863002747,ACK
1702912547.390233,False,74,1903618361,ACK
1702912547.390257,True,114,863004147,ACKPSH
1702912547.398208,False,74,1903618361,ACK
1702912547.398219,True,114,863006947,ACKPSH
1702912547.430097,False,74,1903618361,ACK
1702912547.430097,False,74,1903618361,ACK
1702912547.430108,True,114,863009747,ACKPSH
1702912547.430932,True,114,863012547,ACK
1702912547.431756,True,114,863013947,ACKPSH
1702912547.433356,True,114,863016747,ACKPSH
1702912547.434346,False,74,1903618361,ACK
1702912547.434995,True,114,863019547,ACKPSH
1702912547.43662,True,114,863022347,ACKPSH
1702912547.437948,False,74,1903618361,ACK
1702912547.437948,False,74,1903618361,ACK
1702912547.438225,True,114,863025147,ACKPSH
1702912547.439862,True,114,863027947,ACKPSH
1702912547.441487,True,114,863030747,ACKPSH
1702912547.443104,True,114,863033547,ACKPSH
1702912547.444734,True,114,863036347,ACK
1702912547.478357,False,74,1903618361,ACK
1702912547.478368,True,114,863037747,ACK
1702912547.486388,False,74,1903618361,ACK
1702912547.486388,False,74,1903618361,ACK
1702912547.486388,False,74,1903618361,ACK
1702912547.486407,True,114,863039147,ACKPSH
1702912547.487242,True,114,863041947,ACKPSH
1702912547.48886,True,114,863044747,ACK
1702912547.489678,True,114,863046147,ACKPSH
1702912547.490113,False,74,1903618361,ACK
1702912547.490113,False,74,1903618361,ACK
1702912547.491298,True,114,863048947,ACKPSH
1702912547.492915,True,114,863051747,ACKPSH
1702912547.494535,True,114,863054547,ACKPSH
1702912547.496152,True,114,863057347,ACKPSH
1702912547.502426,False,74,1903618361,ACK
1702912547.502439,True,114,863060147,ACKPSH
1702912547.526593,False,74,1903618361,ACK
1702912547.526612,True,114,863062947,ACKPSH
1702912547.538594,False,74,1903618361,ACK
