ts,is_downstream,packet_size,tcp_seq,tcp_flags
1673185183.671991,True,114,1513561393,ACKPSH
1673185183.672003,True,114,1513563780,ACKPSH
1673185183.688053,True,114,1513566352,ACKPSH
1673185183.704106,True,114,1513568924,ACKPSH
1673185183.715335,True,114,1513571496,ACK
1673185183.80188,False,86,2996146694,ACK
1673185183.80188,False,86,2996146694,ACK
1673185183.801895,True,114,1513572782,ACKPSH
1673185183.807531,True,114,1513575354,ACKPSH
1673185183.810331,False,86,2996146694,ACK
1673185183.811,False,86,2996146694,ACK
1673185183.811,False,86,2996146694,ACK
1673185183.811,False,86,2996146694,ACK
1673185183.817768,False,86,2996146694,ACK
1673185183.818766,True,114,1513577926,ACKPSH
1673185183.826752,False,86,2996146694,ACK
1673185183.830012,True,114,1513580498,ACKPSH
1673185183.841233,True,114,1513583070,ACKPSH
1673185183.842647,False,86,2996146694,ACK
1673185183.843491,False,86,2996146694,ACK
1673185183.851714,False,86,2996146694,ACK
1673185183.85248,True,114,1513585642,ACKPSH
1673185183.863697,True,114,1513588214,ACKPSH
1673185183.874944,True,114,1513590786,ACKPSH
1673185183.886174,True,114,1513593358,ACKPSH
1673185183.897413,True,114,1513595930,ACKPSH
1673185183.955119,False,86,2996146694,ACK
1673185183.955138,True,114,1513598502,ACKPSH
1673185183.965756,False,86,2996146694,ACK
1673185183.965756,False,86,2996146694,ACK
1673185183.965773,True,114,1513601074,ACKPSH
1673185183.971004,True,114,1513603646,ACKPSH
1673185183.973737,False,86,2996146694,ACK
1673185183.973737,False,86,2996146694,ACK
1673185183.978904,True,114,1513606218,ACKPSH
1673185183.986369,False,86,2996146694,ACK
1673185183.986807,True,114,1513608790,ACKPSH
1673185183.988596,False,86,2996146694,ACK
1673185183.994708,True,114,1513611362,ACKPSH
1673185184.001048,False,86,2996146694,ACK
1673185184.002503,True,114,1513613934,ACKPSH
1673185184.010309,True,114,1513616506,ACKPSH
1673185184.011253,False,86,2996146694,ACK
1673185184.011253,False,86,2996146694,ACK
1673185184.017983,True,114,1513619078,ACKPSH
1673185184.025217,True,114,1513621650,ACKPSH
1673185184.032473,True,114,1513624222,ACKPSH
1673185184.032735,False,86,2996146694,ACK
1673185184.039437,True,114,1513626794,ACKPSH
1673185184.040612,False,86,2996146694,ACK
1673185184.040612,False,86,2996146694,ACK
1673185184.046421,True,114,1513629366,ACKPSH
1673185184.053401,True,114,1513631938,ACKPSH
1673185184.060389,True,114,1513634510,ACKPSH
1673185184.067002,True,114,1513637082,ACKPSH
1673185184.073617,True,114,1513639654,ACKPSH
1673185184.080226,True,114,1513642226,ACKPSH
1673185184.086836,True,114,1513644798,ACKPSH
1673185184.087983,False,86,2996146694,ACK
1673185184.093446,True,114,1513647370,ACKPSH
1673185184.094501,False,86,2996146694,ACK
1673185184.094501,False,86,2996146694,ACK
1673185184.100055,True,114,1513649942,ACKPSH
1673185184.105165,True,114,1513652514,ACKPSH
1673185184.110265,False,86,2996146694,ACK
1673185184.110265,False,86,2996146694,ACK
1673185184.110271,True,114,1513655086,ACKPSH
1673185184.115379,True,114,1513657658,ACKPSH
1673185184.118302,False,86,2996146694,ACK
1673185184.120477,True,114,1513660230,ACKPSH
1673185184.125386,False,86,2996146694,ACK
1673185184.125386,False,86,2996146694,ACK
1673185184.125592,True,114,1513662802,ACKPSH
1673185184.130699,True,114,1513665374,ACKPSH
1673185184.135807,True,114,1513667946,ACKPSH
1673185184.1389,False,86,2996146694,ACK
1673185184.140884,True,114,1513670518,ACKPSH
1673185184.145962,True,114,1513673090,ACKPSH
1673185184.15104,True,114,1513675662,ACKPSH
1673185184.156119,True,114,1513678234,ACKPSH
1673185184.166937,False,86,2996146694,ACK
1673185184.166937,False,86,2996146694,ACK
1673185184.166937,False,86,2996146694,ACK
1673185184.166954,True,114,1513680806,ACKPSH
1673185184.169512,True,114,1513683378,ACKPSH
1673185184.174588,True,114,1513685950,ACKPSH
1673185184.174681,False,86,2996146694,ACK
1673185184.174682,False,86,2996146694,ACK
1673185184.174682,False,86,2996146694,ACK
1673185184.174682,False,86,2996146694,ACK
1673185184.179666,True,114,1513688522,ACKPSH
1673185184.184754,True,114,1513691094,ACKPSH
1673185184.189515,True,114,1513693666,ACKPSH
1673185184.19281,False,86,2996146694,ACK
1673185184.193912,True,114,1513696238,ACKPSH
