ts,is_downstream,packet_size,tcp_seq,tcp_flags
1673157974.366014,True,2446,3537754958,ACKPSH
1673157974.366029,True,2868,3537757352,ACKPSH
1673157974.366049,True,2868,3537760168,ACKPSH
1673157974.366968,True,2868,3537762984,ACKPSH
1673157974.367588,True,1460,3537765800,ACK
1673157974.375066,False,52,3473298460,ACK
1673157974.375088,True,4276,3537767208,ACKPSH
1673157974.375572,True,4276,3537771432,ACKPSH
1673157974.376547,True,4276,3537775656,ACKPSH
1673157974.377445,True,4276,3537779880,ACKPSH
1673157974.378426,True,4276,3537784104,ACKPSH
1673157974.379331,True,4276,3537788328,ACKPSH
1673157974.380278,True,2868,3537792552,ACKPSH
1673157974.383491,False,52,3473298460,ACK
1673157974.383491,False,52,3473298460,ACK
1673157974.383532,True,4276,3537795368,ACKPSH
1673157974.383554,False,52,3473298460,ACK
1673157974.384037,True,4276,3537799592,ACKPSH
1673157974.384973,True,4276,3537803816,ACKPSH
1673157974.385898,True,4276,3537808040,ACKPSH
1673157974.386835,True,4276,3537812264,ACKPSH
1673157974.38778,True,4276,3537816488,ACKPSH
1673157974.393832,False,52,3473298460,ACK
1673157974.393859,True,4276,3537820712,ACKPSH
1673157974.39389,False,52,3473298460,ACK
1673157974.39403,False,52,3473298460,ACK
1673157974.394348,True,4276,3537824936,ACKPSH
1673157974.395282,True,1460,3537829160,ACK
1673157974.395423,True,8500,3537830568,ACKPSH
1673157974.396267,True,8500,3537839016,ACKPSH
1673157974.397003,False,52,3473298460,ACK
1673157974.39718,True,8500,3537847464,ACKPSH
1673157974.397948,True,8500,3537855912,ACKPSH
1673157974.39885,True,8500,3537864360,ACKPSH
1673157974.399665,True,8500,3537872808,ACKPSH
1673157974.400503,True,8500,3537881256,ACKPSH
1673157974.401308,False,52,3473298460,ACK
1673157974.401332,True,5684,3537889704,ACKPSH
1673157974.401902,True,8500,3537895336,ACKPSH
1673157974.403918,False,52,3473298460,ACK
1673157974.403938,True,8500,3537903784,ACKPSH
1673157974.404417,True,8500,3537912232,ACKPSH
1673157974.405222,True,8500,3537920680,ACKPSH
1673157974.405407,False,52,3473298460,ACK
1673157974.406066,True,8500,3537929128,ACKPSH
1673157974.406906,True,8500,3537937576,ACKPSH
1673157974.407175,False,52,3473298460,ACK
1673157974.407613,True,11316,3537946024,ACKPSH
1673157974.408516,True,2868,3537957288,ACKPSH
1673157974.408722,True,14132,3537960104,ACKPSH
1673157974.408856,False,52,3473298460,ACK
1673157974.409685,True,14132,3537974184,ACKPSH
1673157974.410644,True,14132,3537988264,ACKPSH
1673157974.411232,True,22580,3538002344,ACKPSH
1673157974.421614,False,52,3473298460,ACK
1673157974.421636,True,23988,3538024872,ACKPSH
1673157974.421647,False,52,3473298460,ACK
1673157974.421647,False,52,3473298460,ACK
1673157974.421774,False,52,3473298460,ACK
1673157974.421774,False,52,3473298460,ACK
1673157974.422131,True,23988,3538048808,ACKPSH
1673157974.423106,True,16948,3538072744,ACKPSH
1673157974.423775,True,23988,3538089640,ACKPSH
1673157974.424729,True,23988,3538113576,ACKPSH
1673157974.425561,True,16948,3538137512,ACKPSH
1673157974.426149,True,26804,3538154408,ACKPSH
