ts,is_downstream,packet_size,tcp_seq,tcp_flags
1704547387.553377,True,114,4181824761,ACKPSH
1704547387.553392,True,114,4181827155,ACKPSH
1704547387.553409,True,114,4181829771,ACKPSH
1704547387.553898,True,114,4181832387,ACKPSH
1704547387.554266,True,114,4181835003,ACK
1704547387.561616,False,86,2728552018,ACK
1704547387.561634,True,114,4181836311,ACKPSH
1704547387.561701,False,86,2728552018,ACK
1704547387.561701,False,86,2728552018,ACK
1704547387.561886,False,86,2728552018,ACK
1704547387.562012,True,114,4181838927,ACKPSH
1704547387.562164,False,86,2728552018,ACK
1704547387.562742,True,114,4181841543,ACKPSH
1704547387.563469,True,114,4181844159,ACKPSH
1704547387.564198,True,114,4181846775,ACKPSH
1704547387.564828,True,114,4181849391,ACKPSH
1704547387.565777,True,114,4181853315,ACKPSH
1704547387.566709,True,114,4181857239,ACKPSH
1704547387.567647,True,114,4181861163,ACK
1704547387.569834,False,86,2728552018,ACK
1704547387.569834,False,86,2728552018,ACK
1704547387.569848,True,114,4181862471,ACKPSH
1704547387.570295,True,114,4181866395,ACKPSH
1704547387.57034,False,86,2728552018,ACK
1704547387.571048,True,114,4181870319,ACKPSH
1704547387.571481,False,86,2728552018,ACK
1704547387.571789,True,114,4181874243,ACKPSH
1704547387.571895,False,86,2728552018,ACK
1704547387.572447,False,86,2728552018,ACK
1704547387.572559,True,114,4181878167,ACKPSH
1704547387.573305,True,114,4181882091,ACKPSH
1704547387.573403,False,86,2728552018,ACK
1704547387.573403,False,86,2728552018,ACK
1704547387.574076,True,114,4181886015,ACKPSH
1704547387.574334,False,86,2728552018,ACK
1704547387.57481,True,114,4181889939,ACKPSH
1704547387.575569,True,114,4181893863,ACKPSH
1704547387.576026,False,86,2728552018,ACK
1704547387.576332,True,114,4181897787,ACKPSH
1704547387.577049,True,114,4181901711,ACKPSH
1704547387.577117,False,86,2728552018,ACK
1704547387.578036,True,114,4181906943,ACKPSH
1704547387.578088,False,86,2728552018,ACK
1704547387.578088,False,86,2728552018,ACK
1704547387.578492,False,86,2728552018,ACK
1704547387.578742,True,114,4181910867,ACKPSH
1704547387.579248,False,86,2728552018,ACK
1704547387.579609,True,114,4181918715,ACKPSH
1704547387.580072,False,86,2728552018,ACK
1704547387.580221,False,86,2728552018,ACK
1704547387.580533,True,114,4181927871,ACKPSH
1704547387.580693,False,86,2728552018,ACK
1704547387.580931,False,86,2728552018,ACK
1704547387.581451,True,114,4181937027,ACKPSH
1704547387.582363,True,114,4181946183,ACKPSH
1704547387.582877,False,86,2728552018,ACK
1704547387.582877,False,86,2728552018,ACK
1704547387.583009,False,86,2728552018,ACK
1704547387.583128,False,86,2728552018,ACK
1704547387.583228,True,114,4181955339,ACKPSH
1704547387.583815,False,86,2728552018,ACK
1704547387.583947,False,86,2728552018,ACK
1704547387.584128,True,114,4181965803,ACKPSH
1704547387.584664,False,86,2728552018,ACK
1704547387.584781,False,86,2728552018,ACK
1704547387.58492,True,114,4181974959,ACKPSH
1704547387.585493,False,86,2728552018,ACK
1704547387.585808,True,114,4181985423,ACKPSH
1704547387.586215,False,86,2728552018,ACK
1704547387.586215,False,86,2728552018,ACK
1704547387.586215,False,86,2728552018,ACK
1704547387.586765,True,114,4181997195,ACKPSH
1704547387.587098,False,86,2728552018,ACK
1704547387.587098,False,86,2728552018,ACK
1704547387.587098,False,86,2728552018,ACK
1704547387.587304,False,86,2728552018,ACK
1704547387.587668,True,114,4182008967,ACKPSH
1704547387.588184,False,86,2728552018,ACK
1704547387.588398,False,86,2728552018,ACK
1704547387.588398,False,86,2728552018,ACK
1704547387.588625,True,114,4182024663,ACKPSH
1704547387.588717,False,86,2728552018,ACK
1704547387.588856,False,86,2728552018,ACK
1704547387.588856,False,86,2728552018,ACK
1704547387.588976,False,86,2728552018,ACK
1704547387.589482,True,114,4182039051,ACKPSH
1704547387.590394,False,86,2728552018,ACK
1704547387.590394,False,86,2728552018,ACK
1704547387.590425,True,114,4182056055,ACKPSH
1704547387.590583,False,86,2728552018,ACK
1704547387.590583,False,86,2728552018,ACK
1704547387.590583,False,86,2728552018,ACK
1704547387.590817,False,86,2728552018,ACK
1704547387.590817,False,86,2728552018,ACK
1704547387.591367,True,114,4182074367,ACKPSH
1704547387.591697,False,86,2728552018,ACK
1704547387.591697,False,86,2728552018,ACK
1704547387.591976,False,86,2728552018,ACK
1704547387.591976,False,86,2728552018,ACK
1704547387.592326,True,114,4182093987,ACKPSH
1704547387.592444,False,86,2728552018,ACK
1704547387.592444,False,86,2728552018,ACK
1704547387.592444,False,86,2728552018,ACK
1704547387.592638,False,86,2728552018,ACK
1704547387.592745,True,114,4182103143,ACKPSH
1704547387.593681,True,114,4182125379,ACKPSH
1704547387.593795,False,86,2728552018,ACK
1704547387.593859,False,86,2728552018,ACK
1704547387.593859,False,86,2728552018,ACK
1704547387.593859,False,86,2728552018,ACK
1704547387.594377,False,86,2728552018,ACK
1704547387.594377,False,86,2728552018,ACK
1704547387.594377,False,86,2728552018,ACK
1704547387.594377,False,86,2728552018,ACK
1704547387.594377,False,86,2728552018,ACK
1704547387.594634,True,114,4182151539,ACKPSH
1704547387.595125,False,86,2728552018,ACK
1704547387.595125,False,86,2728552018,ACK
1704547387.595125,False,86,2728552018,ACK
1704547387.595187,True,114,4182167235,ACKPSH
1704547387.595332,False,86,2728552018,ACK
1704547387.595332,False,86,2728552018,ACK
1704547387.595332,False,86,2728552018,ACK
1704547387.59597,False,86,2728552018,ACK
1704547387.596141,True,114,4182196011,ACKPSH
1704547387.596224,False,86,2728552018,ACK
1704547387.596224,False,86,2728552018,ACK
1704547387.596224,False,86,2728552018,ACK
1704547387.596224,False,86,2728552018,ACK
1704547387.596788,False,86,2728552018,ACK
1704547387.596788,False,86,2728552018,ACK
1704547387.596952,False,86,2728552018,ACK
1704547387.596952,False,86,2728552018,ACK
1704547387.596952,False,86,2728552018,ACK
1704547387.596952,False,86,2728552018,ACK
1704547387.597073,True,114,4182226095,ACKPSH
1704547387.597241,True,114,4182231327,ACKPSH
1704547387.597254,False,86,2728552018,ACK
1704547387.597839,False,86,2728552018,ACK
1704547387.597839,False,86,2728552018,ACK
1704547387.597839,False,86,2728552018,ACK
1704547387.598108,False,86,2728552018,ACK
1704547387.598108,False,86,2728552018,ACK
1704547387.598109,False,86,2728552018,ACK
1704547387.598109,False,86,2728552018,ACK
1704547387.598231,True,114,4182265335,ACKPSH
1704547387.598851,False,86,2728552018,ACK
1704547387.598981,True,114,4182295419,ACKPSH
1704547387.59909,False,86,2728552018,ACK
1704547387.59909,False,86,2728552018,ACK
1704547387.59909,False,86,2728552018,ACK
1704547387.599337,False,86,2728552018,ACK
1704547387.599337,False,86,2728552018,ACK
1704547387.599337,False,86,2728552018,ACK
1704547387.599944,True,114,4182333351,ACKPSH
1704547387.60168,False,86,2728552018,ACK
1704547387.601694,True,114,4182359511,ACKPSH
1704547387.601795,False,86,2728552018,ACK
1704547387.601795,False,86,2728552018,ACK
1704547387.601891,False,86,2728552018,ACK
1704547387.601892,False,86,2728552018,ACK
1704547387.601892,False,86,2728552018,ACK
1704547387.601892,False,86,2728552018,ACK
1704547387.601892,False,86,2728552018,ACK
1704547387.601892,False,86,2728552018,ACK
1704547387.601892,False,86,2728552018,ACK
1704547387.601892,False,86,2728552018,ACK
1704547387.601948,False,86,2728552018,ACK
1704547387.601955,True,114,4182380439,ACKPSH
1704547387.602136,False,86,2728552018,ACK
1704547387.602136,False,86,2728552018,ACK
1704547387.602136,False,86,2728552018,ACK
1704547387.602136,False,86,2728552018,ACK
1704547387.602136,False,86,2728552018,ACK
1704547387.602136,False,86,2728552018,ACK
1704547387.602136,False,86,2728552018,ACK
1704547387.602136,False,86,2728552018,ACK
1704547387.60217,False,86,2728552018,ACK
1704547387.60217,False,86,2728552018,ACK
1704547387.60217,False,86,2728552018,ACK
1704547387.60217,False,86,2728552018,ACK
1704547387.60234,False,86,2728552018,ACK
