ts,is_downstream,packet_size,tcp_seq,tcp_flags
1711513616.615477,True,114,411007535,ACKPSH
1711513616.615492,True,114,411009929,ACKPSH
1711513616.61551,True,114,411013509,ACKPSH
1711513616.616384,True,114,411017673,ACK
1711513616.636172,True,114,411019061,ACK
1711513616.636541,False,114,48846845,ACKPSH
1711513616.636554,True,98,411020449,ACK
1711513616.642983,False,86,48847894,ACK
1711513616.642998,True,114,411020449,ACKPSH
1711513616.650974,False,86,48847894,ACK
1711513616.650986,True,114,411024613,ACKPSH
1711513616.65673,False,86,48847894,ACK
1711513616.656745,True,114,411030165,ACKPSH
1711513616.668745,False,86,48847894,ACK
1711513616.668759,True,114,411035717,ACKPSH
1711513616.684217,False,86,48847894,ACK
1711513616.684236,True,114,411038493,ACKPSH
1711513616.689744,False,86,48847894,ACK
1711513616.689768,True,114,411041269,ACKPSH
1711513616.695794,False,86,48847894,ACK
1711513616.695808,True,114,411044045,ACKPSH
1711513616.702224,False,86,48847894,ACK
1711513616.702243,True,114,411046821,ACKPSH
1711513616.709965,False,86,48847894,ACK
1711513616.709986,True,114,411049597,ACKPSH
1711513616.721715,False,86,48847894,ACK
1711513616.721729,True,114,411052373,ACKPSH
1711513616.739494,False,86,48847894,ACK
1711513616.739514,True,114,411055149,ACKPSH
1711513616.740218,False,86,48847894,ACK
1711513616.7404,True,114,411057925,ACKPSH
1711513616.748733,False,86,48847894,ACK
1711513616.748752,True,114,411060701,ACKPSH
1711513616.754724,False,86,48847894,ACK
1711513616.754745,True,114,411063477,ACKPSH
1711513616.761547,False,86,48847894,ACK
1711513616.761559,True,114,411069029,ACKPSH
1711513616.766483,False,86,48847894,ACK
1711513616.766497,True,114,411071805,ACKPSH
1711513616.792227,False,86,48847894,ACK
1711513616.792242,True,114,411074581,ACKPSH
1711513616.805759,False,86,48847894,ACK
1711513616.805778,True,114,411077357,ACKPSH
1711513616.817341,False,86,48847894,ACK
1711513616.817363,True,114,411080133,ACKPSH
1711513616.825232,False,86,48847894,ACK
1711513616.825248,True,114,411082909,ACKPSH
1711513616.835241,False,86,48847894,ACK
1711513616.835251,True,114,411085685,ACKPSH
1711513616.843248,False,86,48847894,ACK
1711513616.843263,True,114,411088461,ACKPSH
1711513616.84473,False,114,48847894,ACKPSH
1711513616.844752,True,114,411091237,ACK
1711513616.859009,False,86,48847941,ACK
1711513616.859023,True,114,411092625,ACKPSH
1711513616.861956,False,86,48847941,ACK
1711513616.861967,True,114,411095401,ACKPSH
1711513616.86898,False,86,48847941,ACK
1711513616.868996,True,114,411098177,ACKPSH
1711513616.88273,False,86,48847941,ACK
1711513616.882747,True,114,411100953,ACKPSH
1711513616.895738,False,86,48847941,ACK
1711513616.895756,True,114,411103729,ACKPSH
1711513616.906224,False,86,48847941,ACK
1711513616.90624,True,114,411106505,ACKPSH
1711513616.907244,False,86,48847941,ACK
1711513616.924744,False,86,48847941,ACK
1711513616.940723,False,86,48847941,ACK
1711513616.940738,True,114,411109281,ACK
1711513616.942237,False,86,48847941,ACK
1711513616.946653,True,114,411110669,ACK
1711513616.94822,False,86,48847941,ACK
1711513616.954234,False,86,48847941,ACK
1711513616.958464,True,114,411112057,ACK
1711513616.966512,False,86,48847941,ACK
1711513616.970249,True,114,411113445,ACK
1711513616.978776,False,86,48847941,ACK
1711513616.981753,False,86,48847941,ACK
1711513616.98207,True,114,411114833,ACKPSH
1711513616.99017,True,114,411117609,ACKPSH
1711513616.998293,True,114,411120385,ACKPSH
1711513617.001479,False,86,48847941,ACK
1711513617.006413,True,114,411123161,ACK
1711513617.010468,True,114,411124549,ACKPSH
1711513617.018618,True,114,411127325,ACKPSH
1711513617.020239,False,86,48847941,ACK
1711513617.021776,False,86,48847941,ACK
1711513617.026696,True,114,411130101,ACKPSH
1711513617.030726,False,86,48847941,ACK
1711513617.033187,True,114,411132877,ACKPSH
1711513617.03674,False,86,48847941,ACK
1711513617.039675,True,114,411135653,ACK
1711513617.042972,False,86,48847941,ACK
1711513617.045099,True,114,411137041,ACKPSH
1711513617.049013,False,86,48847941,ACK
1711513617.055907,True,114,411139817,ACKPSH
1711513617.058226,False,86,48847941,ACK
1711513617.064026,True,114,411142593,ACKPSH
1711513617.07213,True,114,411145369,ACKPSH
1711513617.072979,False,86,48847941,ACK
1711513617.074272,False,86,48847941,ACK
1711513617.080246,True,114,411148145,ACKPSH
1711513617.088369,True,114,411150921,ACKPSH
1711513617.096473,True,114,411153697,ACKPSH
1711513617.104595,True,114,411156473,ACKPSH
1711513617.110476,False,86,48847941,ACK
1711513617.112007,False,86,48847941,ACK
1711513617.112718,True,114,411159249,ACKPSH
1711513617.119198,True,114,411162025,ACKPSH
1711513617.125685,True,114,411164801,ACKPSH
1711513617.134229,False,86,48847941,ACK
1711513617.143484,False,86,48847941,ACK
1711513617.143503,True,114,411167577,ACKPSH
1711513617.149006,False,86,48847941,ACK
1711513617.14902,True,114,411170353,ACKPSH
1711513617.159245,False,86,48847941,ACK
1711513617.159255,True,114,411173129,ACKPSH
1711513617.174757,False,86,48847941,ACK
1711513617.174772,True,114,411175905,ACKPSH
1711513617.195026,False,86,48847941,ACK
1711513617.195045,True,114,411178681,ACKPSH
1711513617.202491,False,86,48847941,ACK
1711513617.20251,True,114,411181457,ACKPSH
1711513617.20448,False,86,48847941,ACK
1711513617.207233,True,114,411184233,ACKPSH
1711513617.219488,False,86,48847941,ACK
1711513617.219508,True,114,411187009,ACKPSH
1711513617.228733,False,86,48847941,ACK
1711513617.22875,True,114,411189785,ACKPSH
1711513617.232022,True,114,411192561,ACKPSH
1711513617.239982,False,86,48847941,ACK
1711513617.253976,False,86,48847941,ACK
1711513617.253991,True,114,411195337,ACKPSH
1711513617.267012,False,86,48847941,ACK
1711513617.267027,True,114,411198113,ACKPSH
1711513617.291244,False,86,48847941,ACK
1711513617.291259,True,114,411200889,ACKPSH
1711513617.317233,False,86,48847941,ACK
1711513617.317257,True,114,411203665,ACKPSH
1711513617.336502,False,86,48847941,ACK
1711513617.336515,True,114,411206441,ACKPSH
1711513617.344273,False,86,48847941,ACK
1711513617.344289,True,114,411209217,ACKPSH
1711513617.353987,False,114,48847941,ACKPSH
1711513617.354003,True,114,411211993,ACKPSH
1711513617.359511,False,86,48847988,ACK
1711513617.359525,True,114,411214769,ACKPSH
1711513617.370766,False,86,48847988,ACK
1711513617.378747,False,86,48847988,ACK
1711513617.378759,True,114,411217545,ACK
1711513617.407228,False,86,48847988,ACK
1711513617.407241,True,114,411218933,ACKPSH
1711513617.416498,False,86,48847988,ACK
1711513617.416514,True,114,411221709,ACKPSH
1711513617.429253,False,86,48847988,ACK
1711513617.42927,True,114,411224485,ACKPSH
1711513617.439017,False,86,48847988,ACK
1711513617.439032,True,114,411227261,ACKPSH
1711513617.458012,False,86,48847988,ACK
1711513617.458023,True,114,411230037,ACKPSH
1711513617.463014,False,86,48847988,ACK
1711513617.463028,True,114,411232813,ACKPSH
1711513617.465483,False,86,48847988,ACK
1711513617.470215,True,114,411235589,ACKPSH
1711513617.476699,True,114,411238365,ACKPSH
1711513617.489728,False,86,48847988,ACK
1711513617.49053,False,86,48847988,ACK
1711513617.490545,True,114,411241141,ACKPSH
1711513617.507995,False,86,48847988,ACK
1711513617.508009,True,114,411243917,ACKPSH
1711513617.519031,False,86,48847988,ACK
1711513617.519047,True,114,411246693,ACKPSH
1711513617.534547,False,86,48847988,ACK
1711513617.534562,True,114,411249469,ACKPSH
1711513617.542988,False,86,48847988,ACK
1711513617.542998,True,114,411252245,ACKPSH
1711513617.563568,False,86,48847988,ACK
1711513617.56358,True,114,411255021,ACKPSH
1711513617.570246,False,86,48847988,ACK
1711513617.57026,True,114,411257797,ACKPSH
1711513617.58375,False,86,48847988,ACK
1711513617.583759,True,114,411260573,ACKPSH
1711513617.587018,True,114,411263349,ACKPSH
1711513617.596267,False,86,48847988,ACK
1711513617.611256,False,86,48847988,ACK
1711513617.611277,True,114,411266125,ACKPSH
1711513617.620753,False,86,48847988,ACK
1711513617.620777,True,114,411268901,ACKPSH
1711513617.644263,False,86,48847988,ACK
1711513617.644279,True,114,411271677,ACKPSH
1711513617.650504,False,86,48847988,ACK
1711513617.650517,True,114,411274453,ACKPSH
1711513617.659507,False,86,48847988,ACK
1711513617.659529,True,114,411277229,ACKPSH
1711513617.666757,False,86,48847988,ACK
1711513617.666771,True,114,411280005,ACK
1711513617.678993,False,86,48847988,ACK
1711513617.679015,True,114,411281393,ACKPSH
1711513617.682286,True,114,411284169,ACKPSH
1711513617.698887,False,86,48847988,ACK
1711513617.698908,True,114,411286945,ACK
1711513617.704247,False,86,48847988,ACK
1711513617.704261,True,114,411288333,ACKPSH
1711513617.711741,False,86,48847988,ACK
1711513617.712449,True,114,411291109,ACKPSH
1711513617.723991,False,86,48847988,ACK
1711513617.724006,True,114,411293885,ACKPSH
1711513617.724984,False,86,48847988,ACK
1711513617.728882,True,114,411296661,ACKPSH
1711513617.736016,False,86,48847988,ACK
1711513617.737195,True,114,411299437,ACKPSH
1711513617.757003,False,86,48847988,ACK
1711513617.75702,True,114,411302213,ACKPSH
1711513617.773326,False,86,48847988,ACK
1711513617.773345,True,114,411304989,ACKPSH
1711513617.788269,False,86,48847988,ACK
1711513617.788283,True,114,411307765,ACKPSH
1711513617.789238,False,86,48847988,ACK
1711513617.79245,True,114,411310541,ACKPSH
1711513617.820239,False,86,48847988,ACK
1711513617.820256,True,114,411313317,ACKPSH
1711513617.820994,False,86,48847988,ACK
1711513617.823595,True,114,411316093,ACKPSH
1711513617.830252,True,114,411318869,ACKPSH
1711513617.851979,False,86,48847988,ACK
1711513617.858246,False,86,48847988,ACK
1711513617.858259,True,114,411321645,ACKPSH
1711513617.865747,False,86,48847988,ACK
1711513617.865759,True,114,411324421,ACKPSH
1711513617.894739,False,86,48847988,ACK
1711513617.894755,True,114,411327197,ACKPSH
1711513617.915751,False,86,48847988,ACK
1711513617.915764,True,114,411329973,ACKPSH
1711513617.920999,False,86,48847988,ACK
1711513617.921012,True,114,411332749,ACKPSH
1711513617.955003,False,86,48847988,ACK
1711513617.955021,True,114,411335525,ACKPSH
1711513617.960534,False,86,48847988,ACK
1711513617.96055,True,114,411338301,ACKPSH
1711513617.961786,False,86,48847988,ACK
1711513617.967513,True,114,411341077,ACKPSH
1711513617.975756,False,86,48847988,ACK
1711513617.975835,True,114,411343853,ACKPSH
1711513617.982472,True,114,411346629,ACKPSH
1711513617.983748,False,86,48847988,ACK
1711513617.992253,False,86,48847988,ACK
1711513617.992272,True,114,411349405,ACKPSH
1711513618.000255,False,86,48847988,ACK
1711513618.000265,True,114,411352181,ACKPSH
1711513618.012789,False,86,48847988,ACK
1711513618.012799,True,114,411354957,ACKPSH
1711513618.020731,False,86,48847988,ACK
1711513618.020751,True,114,411357733,ACKPSH
1711513618.029507,False,86,48847988,ACK
1711513618.02955,True,114,411360509,ACKPSH
1711513618.034987,False,86,48847988,ACK
1711513618.035001,True,114,411363285,ACKPSH
1711513618.064029,False,86,48847988,ACK
1711513618.064043,True,114,411366061,ACKPSH
1711513618.076529,False,86,48847988,ACK
1711513618.076543,True,114,411368837,ACKPSH
1711513618.07988,True,114,411371613,ACKPSH
1711513618.09551,False,86,48847988,ACK
1711513618.1135,False,86,48847988,ACK
1711513618.113515,True,114,411374389,ACKPSH
1711513618.126504,False,86,48847988,ACK
1711513618.126517,True,114,411377165,ACKPSH
1711513618.14277,False,86,48847988,ACK
1711513618.142784,True,114,411379941,ACKPSH
1711513618.15227,False,86,48847988,ACK
1711513618.152282,True,114,411382717,ACKPSH
1711513618.159562,False,86,48847988,ACK
1711513618.159582,True,114,411385493,ACKPSH
1711513618.166242,False,86,48847988,ACK
1711513618.167585,False,114,48847988,ACKPSH
1711513618.170766,True,114,411388269,ACKPSH
1711513618.208474,True,86,411391045,ACK
1711513618.209536,False,86,48848035,ACK
1711513618.209558,True,114,411391045,ACKPSH
1711513618.217444,True,114,411393821,ACKPSH
1711513618.226492,False,86,48848035,ACK
1711513618.251524,False,86,48848035,ACK
1711513618.251541,True,114,411396597,ACKPSH
1711513618.252984,False,86,48848035,ACK
1711513618.25715,True,114,411399373,ACKPSH
1711513618.25949,False,86,48848035,ACK
1711513618.268348,True,114,411402149,ACKPSH
1711513618.275011,False,86,48848035,ACK
1711513618.279526,True,114,411404925,ACKPSH
1711513618.283991,False,86,48848035,ACK
1711513618.290707,True,114,411407701,ACKPSH
1711513618.304254,False,86,48848035,ACK
1711513618.304271,True,114,411410477,ACKPSH
1711513618.330498,False,86,48848035,ACK
1711513618.330522,True,114,411413253,ACKPSH
1711513618.360496,False,86,48848035,ACK
1711513618.360518,True,114,411416029,ACKPSH
1711513618.36199,False,86,48848035,ACK
1711513618.365002,True,114,411418805,ACKPSH
1711513618.370239,False,86,48848035,ACK
1711513618.373952,True,114,411421581,ACKPSH
1711513618.382354,False,86,48848035,ACK
1711513618.382899,True,114,411424357,ACKPSH
1711513618.383755,False,86,48848035,ACK
1711513618.394095,True,114,411427133,ACKPSH
1711513618.405247,False,86,48848035,ACK
1711513618.405275,True,114,411429909,ACKPSH
1711513618.41647,True,114,411432685,ACKPSH
1711513618.418509,False,86,48848035,ACK
1711513618.419228,False,86,48848035,ACK
1711513618.427652,True,114,411435461,ACKPSH
1711513618.438821,True,114,411438237,ACKPSH
1711513618.451265,False,86,48848035,ACK
1711513618.451277,True,114,411441013,ACKPSH
1711513618.45704,False,86,48848035,ACK
1711513618.461199,True,114,411443789,ACKPSH
1711513618.46948,False,86,48848035,ACK
1711513618.472387,True,114,411446565,ACK
1711513618.47799,True,114,411447953,ACKPSH
1711513618.481263,False,86,48848035,ACK
1711513618.487788,False,86,48848035,ACK
1711513618.489175,True,114,411450729,ACKPSH
1711513618.498124,True,114,411453505,ACKPSH
1711513618.500254,False,86,48848035,ACK
1711513618.504508,False,86,48848035,ACK
1711513618.507064,True,114,411456281,ACKPSH
1711513618.508258,False,114,48848035,ACKPSH
1711513618.518252,True,114,411459057,ACKPSH
1711513618.52274,False,86,48848082,ACK
1711513618.529436,True,86,411461833,ACK
1711513618.529438,True,114,411461833,ACKPSH
1711513618.539542,False,86,48848082,ACK
1711513618.540601,True,114,411464609,ACKPSH
1711513618.544039,False,86,48848082,ACK
1711513618.551762,True,114,411467385,ACKPSH
1711513618.558247,False,86,48848082,ACK
1711513618.56293,True,114,411470161,ACKPSH
1711513618.568281,False,86,48848082,ACK
1711513618.574098,True,114,411472937,ACKPSH
1711513618.58402,False,86,48848082,ACK
1711513618.585085,True,114,411475713,ACKPSH
1711513618.587501,False,86,48848082,ACK
1711513618.595012,False,86,48848082,ACK
1711513618.596077,True,114,411478489,ACKPSH
1711513618.604327,False,86,48848082,ACK
1711513618.607066,True,114,411481265,ACKPSH
1711513618.607294,False,86,48848082,ACK
1711513618.615854,True,114,411484041,ACKPSH
1711513618.624645,True,114,411486817,ACKPSH
1711513618.64402,False,86,48848082,ACK
1711513618.644033,True,114,411489593,ACKPSH
1711513618.682766,False,86,48848082,ACK
1711513618.682787,True,114,411492369,ACKPSH
1711513618.710009,False,86,48848082,ACK
1711513618.710037,True,114,411495145,ACKPSH
1711513618.719249,False,86,48848082,ACK
1711513618.71927,True,114,411497921,ACKPSH
1711513618.733013,False,86,48848082,ACK
1711513618.733032,True,114,411500697,ACKPSH
1711513618.734501,False,86,48848082,ACK
1711513618.738067,True,114,411503473,ACKPSH
1711513618.744794,False,86,48848082,ACK
1711513618.748083,True,114,411506249,ACKPSH
1711513618.761271,False,86,48848082,ACK
1711513618.761286,True,114,411509025,ACKPSH
1711513618.766145,True,114,411511801,ACKPSH
1711513618.782528,False,86,48848082,ACK
1711513618.801537,False,86,48848082,ACK
1711513618.801551,True,114,411514577,ACKPSH
1711513618.806269,False,86,48848082,ACK
1711513618.806594,True,114,411517353,ACKPSH
