ts,is_downstream,packet_size,tcp_seq,tcp_flags
1673171754.341403,True,2446,368802695,ACKPSH
1673171754.341416,True,2868,368805089,ACKPSH
1673171754.341432,True,2868,368807905,ACKPSH
1673171754.343775,True,2868,368810721,ACKPSH
1673171754.345409,True,1460,368813537,ACK
1673171754.366484,False,52,488575934,ACK
1673171754.366499,True,2868,368814945,ACKPSH
1673171754.367319,True,2868,368817761,ACKPSH
1673171754.381012,False,52,488575934,ACK
1673171754.381028,True,2868,368820577,ACKPSH
1673171754.381864,True,2868,368823393,ACKPSH
1673171754.384453,False,52,488575934,ACK
1673171754.384453,False,52,488575934,ACK
1673171754.384479,True,2868,368826209,ACKPSH
1673171754.384507,False,52,488575934,ACK
1673171754.38532,True,2868,368829025,ACKPSH
1673171754.386941,True,2868,368831841,ACKPSH
1673171754.388588,True,2868,368834657,ACKPSH
1673171754.408885,False,52,488575934,ACK
1673171754.408895,True,2868,368837473,ACKPSH
1673171754.415407,False,52,488575934,ACK
1673171754.415424,True,2868,368840289,ACKPSH
1673171754.416263,True,2868,368843105,ACKPSH
1673171754.418905,False,52,488575934,ACK
1673171754.418923,True,2868,368845921,ACKPSH
1673171754.419739,True,2868,368848737,ACKPSH
1673171754.422212,False,52,488575934,ACK
1673171754.422231,True,2868,368851553,ACKPSH
1673171754.423067,True,2868,368854369,ACKPSH
1673171754.425826,False,52,488575934,ACK
1673171754.425826,False,52,488575934,ACK
1673171754.425846,True,2868,368857185,ACKPSH
1673171754.426686,True,2868,368860001,ACKPSH
1673171754.432313,False,52,488575934,ACK
1673171754.432324,True,2868,368862817,ACKPSH
1673171754.43941,False,52,488575934,ACK
1673171754.43943,True,2868,368865633,ACKPSH
1673171754.459717,False,52,488575934,ACK
1673171754.459737,True,2868,368868449,ACKPSH
1673171754.520798,False,52,488575934,ACK
1673171754.520808,True,2868,368871265,ACKPSH
1673171754.521426,False,52,488575934,ACK
1673171754.521627,True,2868,368874081,ACKPSH
1673171754.528024,False,52,488575934,ACK
1673171754.528055,True,2868,368876897,ACKPSH
1673171754.528268,False,52,488575934,ACK
1673171754.528879,True,2868,368879713,ACKPSH
1673171754.537635,False,52,488575934,ACK
1673171754.537657,True,2868,368882529,ACKPSH
1673171754.540872,False,52,488575934,ACK
1673171754.540882,True,2868,368885345,ACKPSH
1673171754.543249,False,52,488575934,ACK
1673171754.543259,True,2868,368888161,ACKPSH
1673171754.566475,False,52,488575934,ACK
1673171754.566475,False,52,488575934,ACK
1673171754.566492,True,2868,368890977,ACKPSH
1673171754.567308,True,2868,368893793,ACKPSH
1673171754.572848,False,52,488575934,ACK
1673171754.572861,True,2868,368896609,ACKPSH
1673171754.589719,False,52,488575934,ACK
1673171754.589719,False,52,488575934,ACK
1673171754.589733,True,2868,368899425,ACKPSH
1673171754.590569,True,2868,368902241,ACKPSH
1673171754.620478,False,52,488575934,ACK
1673171754.620478,False,52,488575934,ACK
1673171754.620478,False,52,488575934,ACK
1673171754.620497,True,2868,368905057,ACKPSH
1673171754.621162,False,52,488575934,ACK
1673171754.621333,True,2868,368907873,ACKPSH
1673171754.622968,True,2868,368910689,ACKPSH
1673171754.624494,False,52,488575934,ACK
1673171754.624494,False,52,488575934,ACK
1673171754.624603,True,2868,368913505,ACKPSH
1673171754.626237,True,1460,368916321,ACK
1673171754.627057,True,2868,368917729,ACKPSH
1673171754.628002,False,52,488575934,ACK
1673171754.628696,True,2868,368920545,ACKPSH
1673171754.63448,False,52,488575934,ACK
1673171754.634493,True,2868,368923361,ACKPSH
1673171754.64094,False,52,488575934,ACK
1673171754.640958,True,2868,368926177,ACKPSH
1673171754.641278,False,52,488575934,ACK
1673171754.641793,True,2868,368928993,ACKPSH
1673171754.737517,False,52,488575934,ACK
1673171754.737527,True,2868,368931809,ACKPSH
1673171754.738936,False,52,488575934,ACK
1673171754.73895,True,2868,368934625,ACKPSH
1673171754.7393,False,52,488575934,ACK
1673171754.7393,False,52,488575934,ACK
1673171754.739347,False,52,488575934,ACK
1673171754.739347,False,52,488575934,ACK
1673171754.739404,False,52,488575934,ACK
1673171754.739404,False,52,488575934,ACK
1673171754.74,True,2868,368937441,ACKPSH
1673171754.741638,True,2868,368940257,ACKPSH
1673171754.741883,False,52,488575934,ACK
1673171754.742394,False,52,488575934,ACK
1673171754.74327,True,2868,368943073,ACKPSH
1673171754.744911,True,2868,368945889,ACKPSH
1673171754.746541,True,2868,368948705,ACKPSH
1673171754.763843,True,2868,368951521,ACKPSH
1673171754.772488,False,99,488575934,ACKPSH
1673171754.772489,False,52,488575981,ACK
1673171754.781165,True,2868,368954337,ACKPSH
1673171754.782304,False,52,488575981,ACK
1673171754.789437,False,52,488575981,ACK
1673171754.793284,False,52,488575981,ACK
1673171754.798445,True,2868,368957153,ACKPSH
1673171754.815735,True,2868,368959969,ACKPSH
1673171754.82169,True,2868,368962785,ACKPSH
1673171754.827625,True,2868,368965601,ACKPSH
1673171754.833587,True,2868,368968417,ACKPSH
1673171754.839527,True,1460,368971233,ACK
1673171754.842498,True,2868,368972641,ACKPSH
1673171754.848453,True,2868,368975457,ACKPSH
1673171754.854385,True,2868,368978273,ACKPSH
1673171754.860335,True,2868,368981089,ACKPSH
1673171754.866286,True,2868,368983905,ACKPSH
1673171754.872225,True,2868,368986721,ACKPSH
1673171754.997519,False,52,488575981,ACK
1673171754.997519,False,52,488575981,ACK
1673171754.997519,False,52,488575981,ACK
1673171754.997519,False,52,488575981,ACK
1673171754.997519,False,99,488575934,ACKPSH
1673171754.997519,False,52,488575981,ACK
1673171754.997536,True,2868,368989537,ACKPSH
1673171754.99758,False,52,488575981,ACK
1673171754.997611,False,52,488575981,ACK
1673171755.000531,True,2868,368992353,ACKPSH
1673171755.003646,False,52,488575981,ACK
1673171755.006473,True,64,368995169,ACK
1673171755.006474,True,2844,368995169,ACKPSH
1673171755.012364,True,76,368997961,ACK
1673171755.012415,True,2868,368997985,ACKPSH
1673171755.018366,True,2868,369000801,ACKPSH
1673171755.023068,False,52,488575981,ACK
1673171755.023822,False,52,488575981,ACK
1673171755.024311,True,2868,369003617,ACKPSH
1673171755.030275,True,2868,369006433,ACKPSH
