ts,is_downstream,packet_size,tcp_seq,tcp_flags
1704500769.096856,True,114,3346050153,ACKPSH
1704500769.096878,True,114,3346052547,ACKPSH
1704500769.096907,True,114,3346055323,ACKPSH
1704500769.099732,True,114,3346058099,ACKPSH
1704500769.10256,True,114,3346060875,ACK
1704500769.137145,False,86,3323094381,ACK
1704500769.137183,True,114,3346062263,ACKPSH
1704500769.137268,False,86,3323094381,ACK
1704500769.137268,False,86,3323094381,ACK
1704500769.137367,False,86,3323094381,ACK
1704500769.137367,False,86,3323094381,ACK
1704500769.137367,False,86,3323094381,ACK
1704500769.137367,False,86,3323094381,ACK
1704500769.138616,True,114,3346065039,ACKPSH
1704500769.140168,False,86,3323094381,ACK
1704500769.140168,False,86,3323094381,ACK
1704500769.141458,True,114,3346067815,ACKPSH
1704500769.142956,False,86,3323094381,ACK
1704500769.144278,True,114,3346070591,ACKPSH
1704500769.147122,True,114,3346073367,ACKPSH
1704500769.14995,True,114,3346076143,ACKPSH
1704500769.152793,True,114,3346078919,ACKPSH
1704500769.155629,True,114,3346081695,ACKPSH
1704500769.158457,True,114,3346084471,ACKPSH
1704500769.161291,True,114,3346087247,ACKPSH
1704500769.177688,False,86,3323094381,ACK
1704500769.177688,False,86,3323094381,ACK
1704500769.177728,True,114,3346090023,ACKPSH
1704500769.179041,False,86,3323094381,ACK
1704500769.179041,False,86,3323094381,ACK
1704500769.179158,True,114,3346092799,ACKPSH
1704500769.181743,True,114,3346095575,ACKPSH
1704500769.181897,False,86,3323094381,ACK
1704500769.181897,False,86,3323094381,ACK
1704500769.184321,True,114,3346098351,ACKPSH
1704500769.18468,False,86,3323094381,ACK
1704500769.18468,False,86,3323094381,ACK
1704500769.186755,True,114,3346101127,ACKPSH
1704500769.187648,False,86,3323094381,ACK
1704500769.187648,False,86,3323094381,ACK
1704500769.189178,True,114,3346103903,ACKPSH
1704500769.190377,False,86,3323094381,ACK
1704500769.190377,False,86,3323094381,ACK
1704500769.191594,True,114,3346106679,ACKPSH
1704500769.193193,False,86,3323094381,ACK
1704500769.193193,False,86,3323094381,ACK
1704500769.193988,True,114,3346109455,ACKPSH
1704500769.196052,False,86,3323094381,ACK
1704500769.196053,False,86,3323094381,ACK
1704500769.196402,True,114,3346112231,ACKPSH
1704500769.198821,True,114,3346115007,ACKPSH
1704500769.198896,False,86,3323094381,ACK
1704500769.198896,False,86,3323094381,ACK
1704500769.201229,True,114,3346117783,ACKPSH
1704500769.201709,False,86,3323094381,ACK
1704500769.201709,False,86,3323094381,ACK
1704500769.203543,True,114,3346120559,ACKPSH
1704500769.205845,True,114,3346123335,ACK
1704500769.206932,True,114,3346124723,ACKPSH
1704500769.209107,True,114,3346127499,ACKPSH
1704500769.211162,True,114,3346130275,ACKPSH
1704500769.213223,True,114,3346133051,ACKPSH
1704500769.215276,True,114,3346135827,ACKPSH
1704500769.217323,True,114,3346138603,ACKPSH
1704500769.218133,False,86,3323094381,ACK
1704500769.218155,False,86,3323094381,ACK
1704500769.219386,True,114,3346141379,ACKPSH
1704500769.219576,False,86,3323094381,ACK
1704500769.221447,True,114,3346144155,ACKPSH
1704500769.222175,False,86,3323094381,ACK
1704500769.222855,True,114,3346146931,ACKPSH
1704500769.224208,True,114,3346149707,ACKPSH
1704500769.224743,False,86,3323094381,ACK
1704500769.224743,False,86,3323094381,ACK
1704500769.22557,True,114,3346152483,ACKPSH
1704500769.226917,True,114,3346155259,ACKPSH
1704500769.227147,False,86,3323094381,ACK
1704500769.227147,False,86,3323094381,ACK
1704500769.227587,True,114,3346156647,ACKPSH
1704500769.228939,True,114,3346159423,ACKPSH
1704500769.229578,False,86,3323094381,ACK
1704500769.229578,False,86,3323094381,ACK
1704500769.230273,True,114,3346162199,ACKPSH
1704500769.23154,True,114,3346164975,ACKPSH
1704500769.231987,False,86,3323094381,ACK
1704500769.231987,False,86,3323094381,ACK
1704500769.232807,True,114,3346167751,ACKPSH
1704500769.234073,True,114,3346170527,ACKPSH
1704500769.234431,False,86,3323094381,ACK
1704500769.234431,False,86,3323094381,ACK
1704500769.235356,True,114,3346173303,ACKPSH
1704500769.23662,True,114,3346176079,ACKPSH
1704500769.23685,False,86,3323094381,ACK
1704500769.236851,False,86,3323094381,ACK
1704500769.237879,True,114,3346178855,ACKPSH
1704500769.239145,True,114,3346181631,ACKPSH
1704500769.239243,False,86,3323094381,ACK
1704500769.239243,False,86,3323094381,ACK
1704500769.240415,True,114,3346184407,ACKPSH
1704500769.241644,False,86,3323094381,ACK
1704500769.241644,False,86,3323094381,ACK
1704500769.241662,True,114,3346187183,ACK
1704500769.242283,True,114,3346188571,ACKPSH
1704500769.24353,True,114,3346191347,ACKPSH
1704500769.243979,False,86,3323094381,ACK
1704500769.243979,False,86,3323094381,ACK
1704500769.244766,True,114,3346194123,ACKPSH
1704500769.245999,True,114,3346196899,ACKPSH
